Area;Regione;Provincia;2023_CodCom;Comune;Cod_Istat
Sud;Puglia;FG;I193;SANT`AGATA DI PUGLIA;71052
Nord Est;Emilia-Romagna;RA;I196;SANT`AGATA SUL SANTERNO;39017
Sud;Campania;BN;I197;SANT`AGATA DE` GOTI;62070
Sud;Calabria;RC;I198;SANT`AGATA DEL BIANCO;80079
Isole;Sicilia;ME;I199;SANT`AGATA DI MILITELLO;83084
Nord Est;Emilia-Romagna;RN;I201;SANT`AGATA FELTRIA;99026
Isole;Sicilia;CT;I202;SANT`AGATA LI BATTIATI;87045
Nord Ovest;Lombardia;PV;I203;SANTA GIULETTA;18140
Isole;Sardegna;OR;I205;SANTA GIUSTA;95047
Nord Est;Veneto;BL;I206;SANTA GIUSTINA;25048
Nord Est;Veneto;PD;I207;SANTA GIUSTINA IN COLLE;28080
Sud;Campania;NA;I208;SANT`AGNELLO;63071
Nord Ovest;Piemonte;CN;I210;SANT`ALBANO STURA;4211
Nord Ovest;Lombardia;PV;I213;S.ALESSIO CON VIALONE;18141
Sud;Calabria;RC;I214;S ALESSIO IN ASPROMONTE;80080
Isole;Sicilia;ME;I215;SANT`ALESSIO SICULO;83085
Isole;Sicilia;CT;I216;SANT`ALFIO;87046
Centro;Toscana;PI;I217;SANTA LUCE;50034
Sud;Campania;AV;I219;SANTA LUCIA DI SERINO;64088
Isole;Sicilia;ME;I220;SANTA LUCIA DEL MELA;83086
Nord Est;Veneto;TV;I221;SANTA LUCIA DI PIAVE;26075
Isole;Sicilia;AG;I224;S MARGHERITA DI BELICE;84038
Nord Ovest;Liguria;GE;I225;SANTA MARGHERITA LIGURE;10054
Nord Ovest;Lombardia;PV;I230;S.MARGHERITA STAFFORA;18142
Centro;Toscana;PI;I232;SANTA MARIA A MONTE;50035
Sud;Campania;CE;I233;SANTA MARIA A VICO;61082
Sud;Campania;CE;I234;S MARIA CAPUA VETERE;61083
Nord Ovest;Lombardia;PV;I236;TRAVACO SICCOMARIO;18162
Nord Ovest;Lombardia;PV;I237;S.MARIA DELLA VERSA;18143
Sud;Molise;IS;I238;SANTA MARIA DEL MOLISE;94045
Isole;Sicilia;CT;I240;SANTA MARIA DI LICODIA;87047
Nord Est;Veneto;VE;I242;SANTA MARIA DI SALA;27035
Nord Ovest;Lombardia;LC;I243;SANTA MARIA HOE`;97074
Sud;Abruzzo;CH;I244;SANTA MARIA IMBARO;69084
Sud;Campania;CE;I247;SANTA MARIA LA FOSSA;61084
Nord Est;Friuli- Venezia Giulia;UD;I248;SANTA MARIA LA LONGA;30104
Nord Ovest;Piemonte;VB;I249;SANTA MARIA MAGGIORE;103062
Centro;Marche;AN;I251;SANTA MARIA NUOVA;42043
Sud;Campania;SA;I253;SANTA MARINA;65127
Isole;Sicilia;ME;I254;SANTA MARINA SALINA;83087
Centro;Lazio;RM;I255;SANTA MARINELLA;58097
Centro;Lazio;FR;I256;S AMBROGIO S GARIGLIANO;60065
Nord Ovest;Piemonte;TO;I258;SANT`AMBROGIO DI TORINO;1255
Nord Est;Veneto;VR;I259;S AMBROGIO VALPOLICELLA;23077
Sud;Campania;SA;I260;SANTOMENNA;65131
Sud;Campania;CE;I261;SAN TAMMARO;61085
Sud;Campania;NA;I262;SANT`ANASTASIA;63072
Centro;Umbria;PG;I263;SANT`ANATOLIA DI NARCO;54045
Sud;Campania;AV;I264;SANT`ANDREA DI CONZA;64089
Centro;Lazio;FR;I265;S ANDREA DEL GARIGLIANO;60066
Sud;Calabria;CZ;I266;S ANDREA APOSTOLO IONIO;79118
Isole;Sardegna;CA;I271;SANT`ANDREA FRIUS;111069
Sud;Campania;CE;I273;SANT`ANGELO D`ALIFE;61086
Nord Ovest;Lombardia;LO;I274;SANT`ANGELO LODIGIANO;98050
Nord Est;Veneto;PD;I275;S ANGELO D PIOVE D SACC;28082
Nord Ovest;Lombardia;PV;I276;SANT`ANGELO LOMELLINA;18144
Sud;Campania;BN;I277;SANT`ANGELO A CUPOLO;62071
Sud;Campania;SA;I278;SANT`ANGELO A FASANELLA;65128
Sud;Campania;AV;I279;SANT`ANGELO ALL`ESCA;64090
Sud;Campania;AV;I280;SANT`ANGELO A SCALA;64091
Sud;Campania;AV;I281;S ANGELO DEI LOMBARDI;64092
Sud;Molise;IS;I282;SANT`ANGELO DEL PESCO;94046
Isole;Sicilia;ME;I283;SANT`ANGELO DI BROLO;83088
Centro;Lazio;RM;I284;SANT`ANGELO ROMANO;58098
Centro;Marche;MC;I286;SANT`ANGELO IN PONTANO;43048
Centro;Marche;PS;I287;SANT`ANGELO IN VADO;41057
Sud;Basilicata;PZ;I288;SANT`ANGELO LE FRATTE;76079
Sud;Molise;CB;I289;SANT`ANGELO LIMOSANO;70073
Isole;Sicilia;AG;I290;SANT`ANGELO MUXARO;84039
Isole;Sicilia;TP;I291;SANTA NINFA;81019
Nord Est;Veneto;VR;I292;SANT`ANNA D`ALFAEDO;23078
Sud;Campania;NA;I293;SANT`ANTIMO;63073
Isole;Sardegna;CA;I294;SANT`ANTIOCO;111071
Nord Ovest;Piemonte;TO;I296;SANT`ANTONINO DI SUSA;1256
Isole;Sardegna;OR;I298;SANT`ANTONIO RUINAS;95048
Sud;Campania;NA;I300;SANT`ANTONIO ABATE;63074
Sud;Campania;AV;I301;SANTA PAOLINA;64093
Centro;Lazio;FR;I302;SANT`APOLLINARE;60067
Nord Est;Emilia-Romagna;RN;I304;SANTARCANGELO DI ROMAGNA;99018
Sud;Basilicata;PZ;I305;SANT`ARCANGELO;76080
Sud;Campania;CE;I306;SANT`ARPINO;61087
Sud;Campania;SA;I307;SANT`ARSENIO;65129
Sud;Calabria;KR;I308;SANTA SEVERINA;101022
Sud;Calabria;CS;I309;SANTA SOFIA D`EPIRO;78133
Nord Est;Emilia-Romagna;FO;I310;SANTA SOFIA;40043
Isole;Sicilia;ME;I311;SANTA TERESA DI RIVA;83089
Isole;Sardegna;SS;I312;SANTA TERESA GALLURA;90063
Isole;Sicilia;CT;I314;SANTA VENERINA;87048
Centro;Marche;AP;I315;S VITTORIA IN MATENANO;109036
Nord Ovest;Piemonte;CN;I316;SANTA VITTORIA D`ALBA;4212
Sud;Campania;SA;I317;S EGIDIO D MONTE ALBINO;65130
Sud;Abruzzo;TE;I318;S EGIDIO ALLA VIBRATA;67038
Nord Est;Veneto;PD;I319;SANT`ELENA;28083
Sud;Molise;CB;I320;SANT`ELIA A PIANISI;70074
Centro;Lazio;FR;I321;SANT`ELIA FIUMERAPIDO;60068
Sud;Calabria;CZ;I322;VALLEFIORITA;79151
Centro;Marche;AP;I324;SANT`ELPIDIO A MARE;109037
Sud;Abruzzo;AQ;I326;SANTE MARIE;66089
Nord Ovest;Piemonte;TO;I327;SANTENA;1257
Isole;Sicilia;ME;I328;SAN TEODORO;83090
Isole;Sardegna;NU;I329;SAN TEODORO;90092
Sud;Puglia;BA;I330;SANTERAMO IN COLLE;72041
Sud;Abruzzo;PE;I332;SANT`EUFEMIA A MAIELLA;68037
Sud;Calabria;RC;I333;S EUFEMIA D`ASPROMONTE;80081
Sud;Abruzzo;CH;I335;SANT`EUSANIO DEL SANGRO;69085
Sud;Abruzzo;AQ;I336;SANT`EUSANIO FORCONESE;66090
Nord Ovest;Piemonte;VC;I337;SANTHIA`;2133
Centro;Lazio;LT;I339;SANTI COSMA E DAMIANO;59026
Sud;Calabria;RC;I341;SANT`ILARIO DELLO IONIO;80082
Nord Est;Emilia-Romagna;RE;I342;SANT`ILARIO D`ENZA;35039
Centro;Marche;PS;I344;SANT`IPPOLITO;41058
Nord Ovest;Liguria;GE;I346;SANT`OLCESE;10055
Nord Est;Veneto;BL;I347;SAN TOMASO AGORDINO;25049
Sud;Abruzzo;TE;I348;SANT`OMERO;67039
Sud;Calabria;VV;I350;SANT'ONOFRIO;102036
Centro;Lazio;FR;I351;SANTOPADRE;60069
Centro;Lazio;RM;I352;SANT`ORESTE;58099
Nord Est;Veneto;VI;I353;SANTORSO;24095
Isole;Sicilia;AG;I356;SANTO STEFANO QUISQUINA;84040
Sud;Campania;AV;I357;SANTO STEFANO DEL SOLE;64095
Sud;Calabria;CS;I359;S STEFANO DI ROGLIANO;78134
Sud;Abruzzo;AQ;I360;S STEFANO DI SESSANIO;66091
Nord Ovest;Lombardia;MI;I361;SANTO STEFANO TICINO;15200
Nord Ovest;Lombardia;LO;I362;SANTO STEFANO LODIGIANO;98051
Nord Ovest;Liguria;SP;I363;SANTO STEFANO DI MAGRA;11026
Centro;Lazio;FR;I364;VILLA SANTO STEFANO;60090
Nord Ovest;Liguria;IM;I365;SANTO STEFANO AL MARE;8056
Nord Ovest;Piemonte;CN;I367;SANTO STEFANO BELBO;4213
Nord Ovest;Liguria;GE;I368;SANTO STEFANO D`AVETO;10056
Isole;Sicilia;ME;I370;S STEFANO DI CAMASTRA;83091
Sud;Calabria;RC;I371;S STEFANO IN ASPROMONTE;80083
Nord Ovest;Piemonte;CN;I372;SANTO STEFANO ROERO;4214
Nord Est;Veneto;VE;I373;SANTO STINO DI LIVENZA;27036
Isole;Sardegna;OR;I374;SANTU LUSSURGIU;95049
Nord Est;Veneto;PD;I375;SANT`URBANO;28084
Sud;Abruzzo;PE;I376;S VALENTINO ABRUZZO CIT;68038
Sud;Campania;SA;I377;SAN VALENTINO TORIO;65132
Centro;Umbria;TR;I381;SAN VENANZO;55030
Nord Est;Veneto;TV;I382;SAN VENDEMIANO;26076
Isole;Sardegna;OR;I384;SAN VERO MILIS;95050
Sud;Calabria;CS;I388;SAN VINCENZO LA COSTA;78135
Sud;Abruzzo;AQ;I389;S VINCENZO VALLE ROVETO;66092
Centro;Toscana;LI;I390;SAN VINCENZO;49018
Sud;Campania;NA;I391;SAN VITALIANO;63075
Nord Est;Veneto;BL;I392;SAN VITO DI CADORE;25051
Sud;Calabria;CZ;I393;SAN VITO SULLO IONIO;79122
Sud;Abruzzo;CH;I394;SAN VITO CHIETINO;69086
Sud;Puglia;BR;I396;SAN VITO DEI NORMANNI;74017
Centro;Lazio;RM;I400;SAN VITO ROMANO;58100
Nord Est;Veneto;VI;I401;SAN VITO DI LEGUZZANO;24096
Isole;Sardegna;CA;I402;SAN VITO;111066
Nord Est;Friuli- Venezia Giulia;PN;I403;SAN VITO AL TAGLIAMENTO;93041
Nord Est;Friuli- Venezia Giulia;UD;I405;SAN VITO DI FAGAGNA;30106
Isole;Sicilia;TP;I407;SAN VITO LO CAPO;81020
Centro;Lazio;FR;I408;SAN VITTORE DEL LAZIO;60070
Nord Ovest;Lombardia;MI;I409;SAN VITTORE OLONA;15201
Sud;Campania;SA;I410;SANZA;65133
Nord Ovest;Lombardia;BS;I412;SAN ZENO NAVIGLIO;17173
Nord Est;Veneto;VR;I414;SAN ZENO DI MONTAGNA;23079
Nord Ovest;Lombardia;MI;I415;SAN ZENONE AL LAMBRO;15202
Nord Ovest;Lombardia;PV;I416;SAN ZENONE AL PO;18145
Nord Est;Veneto;TV;I417;S ZENONE DEGLI EZZELINI;26077
Nord Est;Veneto;PD;I418;SAONARA;28085
Isole;Sicilia;ME;I420;SAPONARA;83092
Nord Est;Friuli- Venezia Giulia;UD;I421;SAPPADA;30189
Sud;Campania;SA;I422;SAPRI;65134
Sud;Calabria;CS;I423;SARACENA;78136
Centro;Lazio;RM;I424;SARACINESCO;58101
Nord Est;Veneto;VI;I425;SARCEDO;24097
Sud;Basilicata;PZ;I426;SARCONI;76081
Isole;Sardegna;CA;I428;SARDARA;111072
Nord Ovest;Piemonte;AL;I429;SARDIGLIANO;6157
Nord Est;Veneto;VI;I430;SAREGO;24098
Nord Ovest;Piemonte;AL;I432;SAREZZANO;6158
Nord Ovest;Lombardia;BS;I433;SAREZZO;17174
Nord Est;Emilia-Romagna;PC;I434;SARMATO;33042
Nord Est;Veneto;TV;I435;SARMEDE;26078
Centro;Marche;MC;I436;SARNANO;43049
Nord Ovest;Lombardia;BG;I437;SARNICO;16193
Sud;Campania;SA;I438;SARNO;65135
Nord Ovest;Lombardia;VA;I441;SARONNO;12119
Nord Ovest;Valle d'Aosta;AO;I442;SARRE;7066
Isole;Sardegna;CA;I443;SARROCH;92066
Nord Est;Emilia-Romagna;FO;I444;SARSINA;40044
Centro;Toscana;SI;I445;SARTEANO;52031
Nord Ovest;Lombardia;PV;I447;SARTIRANA LOMELLINA;18146
Isole;Sardegna;NU;I448;SARULE;91077
Nord Ovest;Liguria;SP;I449;SARZANA;11027
Sud;Campania;SA;I451;SASSANO;65136
Isole;Sardegna;SS;I452;SASSARI;90064
Nord Ovest;Liguria;SV;I453;SASSELLO;9055
Centro;Toscana;LI;I454;SASSETTA;49019
Sud;Campania;BN;I455;SASSINORO;62072
Sud;Basilicata;PZ;I457;SASSO DI CASTALDA;76082
Nord Est;Emilia-Romagna;RN;I460;SASSOFELTRIO;41060
Centro;Marche;AN;I461;SASSOFERRATO;42044
Nord Est;Emilia-Romagna;MO;I462;SASSUOLO;36040
Sud;Calabria;CZ;I463;SATRIANO;79123
Nord Est;Friuli- Venezia Giulia;UD;I464;SAURIS;30107
Nord Ovest;Piemonte;TO;I465;SAUZE DI CESANA;1258
Nord Ovest;Piemonte;TO;I466;SAUZE D`OULX;1259
Sud;Puglia;TA;I467;SAVA;73026
Sud;Calabria;KR;I468;SAVELLI;101023
Sud;Campania;NA;I469;SAVIANO;63076
Nord Ovest;Piemonte;CN;I470;SAVIGLIANO;4215
Sud;Campania;AV;I471;SAVIGNANO IRPINO;64096
Nord Est;Emilia-Romagna;FO;I472;SAVIGNANO SUL RUBICONE;40045
Nord Est;Emilia-Romagna;MO;I473;SAVIGNANO SUL PANARO;36041
Nord Ovest;Liguria;GE;I475;SAVIGNONE;10057
Nord Ovest;Lombardia;BS;I476;SAVIORE DELL`ADAMELLO;17175
Isole;Sicilia;ME;I477;SAVOCA;83093
Nord Est;Friuli- Venezia Giulia;UD;I478;SAVOGNA;30108
Nord Ovest;Liguria;SV;I480;SAVONA;9056
Sud;Abruzzo;PE;I482;SCAFA;68039
Sud;Campania;SA;I483;SCAFATI;65137
Nord Ovest;Piemonte;CN;I484;SCAGNELLO;4216
Sud;Calabria;CS;I485;SCALA COELI;78137
Sud;Campania;SA;I486;SCALA;65138
Nord Ovest;Lombardia;PV;I487;SCALDASOLE;18147
Sud;Calabria;CS;I489;SCALEA;78138
Nord Ovest;Piemonte;TO;I490;SCALENGHE;1260
Isole;Sicilia;ME;I492;SCALETTA ZANCLEA;83094
Sud;Campania;AV;I493;SCAMPITELLA;64097
Sud;Calabria;KR;I494;SCANDALE;101024
Nord Est;Emilia-Romagna;RE;I496;SCANDIANO;35040
Nord Ovest;Lombardia;CR;I497;SCANDOLARA RAVARA;19092
Nord Ovest;Lombardia;CR;I498;SCANDOLARA RIPA D`OGLIO;19093
Centro;Lazio;RI;I499;SCANDRIGLIA;57064
Sud;Abruzzo;AQ;I501;SCANNO;66093
Isole;Sardegna;OR;I503;SCANO DI MONTIFERRO;95051
Centro;Toscana;GR;I504;SCANSANO;53023
Nord Ovest;Lombardia;BG;I506;SCANZOROSCIATE;16194
Sud;Molise;IS;I507;SCAPOLI;94048
Centro;Toscana;GR;I510;SCARLINO;53024
Nord Ovest;Piemonte;TO;I511;SCARMAGNO;1261
Nord Ovest;Piemonte;CN;I512;SCARNAFIGI;4217
Sud;Abruzzo;CH;I520;SCERNI;69087
Centro;Umbria;PG;I522;SCHEGGIA E PASCELUPO;54046
Centro;Umbria;PG;I523;SCHEGGINO;54047
Sud;Abruzzo;CH;I526;SCHIAVI DI ABRUZZO;69088
Nord Est;Veneto;VI;I527;SCHIAVON;24099
Nord Ovest;Lombardia;CO;I529;SCHIGNANO;13211
Nord Ovest;Lombardia;BG;I530;SCHILPARIO;16195
Nord Est;Veneto;VI;I531;SCHIO;24100
Nord Ovest;Lombardia;MN;I532;SCHIVENOGLIA;20060
Isole;Sicilia;AG;I533;SCIACCA;84041
Isole;Sicilia;PA;I534;SCIARA;82068
Isole;Sicilia;RG;I535;SCICLI;88011
Sud;Calabria;RC;I536;SCIDO;80084
Sud;Calabria;RC;I537;SCILLA;80085
Isole;Sicilia;PA;I538;SCILLATO;82081
Nord Ovest;Piemonte;TO;I539;SCIOLZE;1262
Sud;Campania;NA;I540;SCISCIANO;63077
Isole;Sicilia;PA;I541;SCLAFANI BAGNI;82069
Sud;Abruzzo;AQ;I543;SCONTRONE;66094
Nord Ovest;Piemonte;VC;I544;SCOPA;2134
Nord Ovest;Piemonte;VC;I545;SCOPELLO;2135
Sud;Abruzzo;AQ;I546;SCOPPITO;66095
Isole;Sicilia;CT;I548;SCORDIA;87049
Sud;Puglia;LE;I549;SCORRANO;75073
Nord Est;Veneto;VE;I551;SCORZE`;27037
Sud;Abruzzo;AQ;I553;SCURCOLA MARSICANA;66096
Nord Ovest;Piemonte;AT;I555;SCURZOLENGO;5103
Nord Ovest;Liguria;IM;I556;SEBORGA;8057
Sud;Abruzzo;AQ;I558;SECINARO;66097
Sud;Puglia;LE;I559;SECLI';75074
Nord Ovest;Lombardia;LO;I561;SECUGNAGO;98052
Nord Est;Friuli- Venezia Giulia;UD;I562;SEDEGLIANO;30109
Nord Est;Veneto;BL;I563;SEDICO;25053
Isole;Sardegna;OR;I564;SEDILO;95052
Isole;Sardegna;SS;I565;SEDINI;90065
Nord Ovest;Lombardia;MI;I566;SEDRIANO;15204
Nord Ovest;Lombardia;BG;I567;SEDRINA;16196
Centro;Marche;MC;I569;SEFRO;43050
Isole;Sardegna;CA;I570;SEGARIU;111073
Centro;Toscana;GR;I571;SEGGIANO;53025
Centro;Lazio;RM;I573;SEGNI;58102
Nord Ovest;Lombardia;MI;I577;SEGRATE;15205
Nord Est;Veneto;TV;I578;SEGUSINO;26079
Isole;Sardegna;CA;I580;SELARGIUS;92068
Centro;Lazio;RI;I581;SELCI;57065
Isole;Sardegna;CA;I582;SELEGAS;111074
Centro;Umbria;PG;I585;SELLANO;54048
Nord Ovest;Lombardia;BS;I588;SELLERO;17176
Sud;Calabria;CZ;I589;SELLIA;79126
Sud;Calabria;CZ;I590;SELLIA MARINA;79127
Nord Est;Veneto;BL;I592;SELVA DI CADORE;25054
Nord Est;Veneto;VR;I594;SELVA DI PROGNO;23080
Nord Est;Veneto;PD;I595;SELVAZZANO DENTRO;28086
Nord Ovest;Lombardia;BG;I597;SELVINO;16197
Isole;Sardegna;SS;I598;SEMESTENE;90066
Nord Ovest;Lombardia;PV;I599;SEMIANA;18148
Sud;Calabria;RC;I600;SEMINARA;80086
Centro;Toscana;GR;I601;SEMPRONIANO;53028
Nord Ovest;Lombardia;MI;I602;SENAGO;15206
Isole;Sardegna;OR;I605;SENEGHE;95053
Sud;Campania;AV;I606;SENERCHIA;64098
Nord Ovest;Lombardia;BS;I607;SENIGA;17177
Centro;Marche;AN;I608;SENIGALLIA;42045
Isole;Sardegna;OR;I609;SENIS;95054
Sud;Basilicata;PZ;I610;SENISE;76085
Nord Ovest;Lombardia;CO;I611;SENNA COMASCO;13212
Nord Ovest;Lombardia;LO;I612;SENNA LODIGIANA;98053
Isole;Sardegna;OR;I613;SENNARIOLO;95055
Isole;Sardegna;SS;I614;SENNORI;90067
Isole;Sardegna;CA;I615;SENORBI`;111075
Sud;Molise;CB;I618;SEPINO;70075
Nord Est;Friuli- Venezia Giulia;PN;I621;SEQUALS;93042
Centro;Toscana;LU;I622;SERAVEZZA;46028
Isole;Sardegna;CA;I624;SERDIANA;111076
Nord Ovest;Lombardia;MI;I625;SEREGNO;108039
Nord Est;Veneto;BL;I626;SEREN DEL GRAPPA;25055
Nord Ovest;Lombardia;CR;I627;SERGNANO;19094
Nord Ovest;Lombardia;BG;I628;SERIATE;16198
Nord Ovest;Lombardia;BG;I629;SERINA;16199
Sud;Campania;AV;I630;SERINO;64099
Nord Ovest;Lombardia;BS;I631;SERLE;17178
Nord Ovest;Lombardia;MN;I632;SERMIDE E FELONICA;20061
Nord Ovest;Lombardia;BS;I633;SIRMIONE;17179
Centro;Lazio;LT;I634;SERMONETA;59027
Nord Est;Veneto;TV;I635;SERNAGLIA D BATTAGLIA;26080
Nord Ovest;Lombardia;SO;I636;SERNIO;14059
Nord Ovest;Piemonte;AT;I637;SEROLE;5104
Sud;Calabria;VV;I639;SERRA SAN BRUNO;102037
Nord Ovest;Liguria;GE;I640;SERRA RICCO`;10058
Sud;Puglia;FG;I641;SERRACAPRIOLA;71053
Sud;Calabria;CS;I642;SERRA D`AIELLO;78140
Centro;Marche;AN;I643;SERRA DE` CONTI;42046
Isole;Sicilia;CL;I644;SERRADIFALCO;85018
Nord Ovest;Piemonte;AL;I645;SERRALUNGA DI CREA;6159
Nord Ovest;Piemonte;CN;I646;SERRALUNGA D`ALBA;4218
Isole;Sardegna;CA;I647;SERRAMANNA;111077
Sud;Campania;SA;I648;SERRAMEZZANA;65139
Sud;Abruzzo;PE;I649;SERRAMONACESCA;68040
Centro;Marche;MC;I651;SERRAPETRONA;43051
Sud;Campania;NA;I652;SERRARA FONTANA;63078
Centro;Marche;AN;I653;SERRA SAN QUIRICO;42047
Centro;Marche;PS;I654;SERRA SANT`ABBONDIO;41061
Sud;Calabria;CZ;I655;SERRASTRETTA;79129
Sud;Calabria;RC;I656;SERRATA;80087
Nord Ovest;Piemonte;AL;I657;SERRAVALLE SCRIVIA;6160
Nord Ovest;Piemonte;CN;I659;SERRAVALLE LANGHE;4219
Centro;Toscana;PT;I660;SERRAVALLE PISTOIESE;47020
Centro;Marche;MC;I661;SERRAVALLE DI CHIENTI;43052
Nord Ovest;Lombardia;MN;I662;SERRAVALLE A PO;20062
Nord Ovest;Piemonte;VC;I663;SERRAVALLE SESIA;2137
Sud;Campania;SA;I666;SERRE;65140
Isole;Sardegna;CA;I667;SERRENTI;111078
Isole;Sardegna;NU;I668;SERRI;111079
Centro;Lazio;FR;I669;SERRONE;60071
Sud;Calabria;CZ;I671;SERSALE;79130
Nord Est;Veneto;BL;I673;SOVRAMONTE;25058
Sud;Campania;CE;I676;SESSA AURUNCA;61088
Sud;Campania;SA;I677;SESSA CILENTO;65141
Nord Ovest;Piemonte;AT;I678;SESSAME;5105
Sud;Molise;IS;I679;SESSANO DEL MOLISE;94049
Centro;Toscana;AR;I681;SESTINO;51035
Sud;Molise;IS;I682;SESTO CAMPANO;94050
Nord Ovest;Lombardia;CR;I683;SESTO ED UNITI;19095
Centro;Toscana;FI;I684;SESTO FIORENTINO;48043
Nord Est;Friuli- Venezia Giulia;PN;I686;SESTO AL REGHENA;93043
Nord Ovest;Lombardia;VA;I688;SESTO CALENDE;12120
Nord Est;Emilia-Romagna;MO;I689;SESTOLA;36043
Nord Ovest;Lombardia;MI;I690;SESTO SAN GIOVANNI;15209
Nord Ovest;Piemonte;TO;I692;SESTRIERE;1263
Nord Ovest;Liguria;GE;I693;SESTRI LEVANTE;10059
Isole;Sardegna;CA;I695;SESTU;92074
Nord Ovest;Lombardia;MI;I696;SETTALA;15210
Centro;Lazio;FR;I697;SETTEFRATI;60072
Nord Ovest;Piemonte;AT;I698;SETTIME;5106
Isole;Sardegna;CA;I699;SETTIMO SAN PIETRO;92075
Nord Ovest;Lombardia;MI;I700;SETTIMO MILANESE;15211
Nord Ovest;Piemonte;TO;I701;SETTIMO ROTTARO;1264
Nord Ovest;Piemonte;TO;I702;SETTIMO VITTONE;1266
Nord Ovest;Piemonte;TO;I703;SETTIMO TORINESE;1265
Sud;Calabria;CZ;I704;SETTINGIANO;79131
Isole;Sardegna;CA;I705;SETZU;111080
Isole;Sardegna;NU;I706;SEUI;111081
Isole;Sardegna;NU;I707;SEULO;111082
Nord Ovest;Lombardia;MI;I709;SEVESO;108040
Nord Ovest;Piemonte;AL;I711;SEZZADIO;6161
Centro;Lazio;LT;I712;SEZZE;59028
Centro;Lazio;FR;I716;SGURGOLA;60073
Isole;Sardegna;OR;I717;SIAMAGGIORE;95056
Isole;Sardegna;OR;I718;SIAMANNA;95057
Sud;Campania;SA;I720;SIANO;65142
Isole;Sardegna;OR;I721;SIAPICCIA;95076
Isole;Sicilia;AG;I723;SICULIANA;84042
Isole;Sardegna;CA;I724;SIDDI;111083
Sud;Calabria;RC;I725;SIDERNO;80088
Centro;Toscana;SI;I726;SIENA;52032
Centro;Umbria;PG;I727;SIGILLO;54049
Centro;Toscana;FI;I728;SIGNA;48044
Isole;Sardegna;NU;I730;SILANUS;91083
Isole;Sardegna;SS;I732;SILIGO;90068
Isole;Sardegna;CA;I734;SILIQUA;111084
Isole;Sardegna;CA;I735;SILIUS;111085
Nord Ovest;Piemonte;NO;I736;SILLAVENGO;3138
Nord Ovest;Piemonte;AL;I738;SILVANO D`ORBA;6162
Nord Ovest;Lombardia;PV;I739;SILVANO PIETRA;18149
Sud;Abruzzo;TE;I741;SILVI;67040
Isole;Sardegna;OR;I742;SIMALA;95058
Isole;Sardegna;OR;I743;SIMAXIS;95059
Sud;Calabria;VV;I744;SIMBARIO;102038
Sud;Calabria;CZ;I745;SIMERI CRICHI;79133
Isole;Sicilia;ME;I747;SINAGRA;83095
Isole;Sardegna;NU;I748;SINDIA;91084
Isole;Sardegna;OR;I749;SINI;95060
Nord Ovest;Piemonte;CN;I750;SINIO;4220
Isole;Sardegna;NU;I751;SINISCOLA;91085
Isole;Sardegna;CA;I752;SINNAI;92080
Sud;Calabria;RC;I753;SINOPOLI;80089
Isole;Sicilia;SR;I754;SIRACUSA;89017
Sud;Campania;AV;I756;SIRIGNANO;64100
Isole;Sardegna;OR;I757;SIRIS;95061
Centro;Marche;AN;I758;SIROLO;42048
Nord Ovest;Lombardia;LC;I759;SIRONE;97075
Nord Ovest;Lombardia;LC;I761;SIRTORI;97076
Isole;Sardegna;CA;I765;SIURGUS DONIGALA;111086
Nord Ovest;Piemonte;NO;I767;SIZZANO;3139
Centro;Marche;AP;I774;SMERILLO;109039
Nord Est;Veneto;VR;I775;SOAVE;23081
Nord Est;Friuli- Venezia Giulia;UD;I777;SOCCHIEVE;30110
Isole;Sardegna;OR;I778;SODDI;95078
Nord Est;Emilia-Romagna;FO;I779;SOGLIANO AL RUBICONE;40046
Sud;Puglia;LE;I780;SOGLIANO CAVOUR;75075
Nord Ovest;Piemonte;AT;I781;SOGLIO;5107
Nord Ovest;Lombardia;BS;I782;SOIANO DEL LAGO;17180
Nord Est;Veneto;VI;I783;SOLAGNA;24101
Isole;Sicilia;SR;I785;SOLARINO;89018
Nord Ovest;Lombardia;MI;I786;SOLARO;15213
Nord Est;Emilia-Romagna;RA;I787;SOLAROLO;39018
Nord Ovest;Lombardia;CR;I790;SOLAROLO RAINERIO;19096
Isole;Sardegna;OR;I791;SOLARUSSA;95062
Nord Ovest;Lombardia;VA;I793;SOLBIATE ARNO;12121
Nord Ovest;Lombardia;VA;I794;SOLBIATE OLONA;12122
Nord Ovest;Liguria;IM;I796;SOLDANO;8058
Isole;Sardegna;CA;I797;SOLEMINIS;111087
Nord Ovest;Piemonte;AL;I798;SOLERO;6163
Nord Est;Veneto;PD;I799;SOLESINO;28087
Sud;Puglia;LE;I800;SOLETO;75076
Nord Ovest;Lombardia;MN;I801;SOLFERINO;20063
Nord Est;Emilia-Romagna;MO;I802;SOLIERA;36044
Nord Est;Emilia-Romagna;PR;I803;SOLIGNANO;34035
Sud;Abruzzo;AQ;I804;SULMONA;66098
Sud;Campania;AV;I805;SOLOFRA;64101
Nord Ovest;Piemonte;AL;I808;SOLONGHELLO;6164
Sud;Campania;BN;I809;SOLOPACA;62073
Nord Ovest;Lombardia;BG;I812;SOLTO COLLINA;16200
Nord Ovest;Lombardia;BG;I813;SOLZA;16251
Nord Ovest;Lombardia;LO;I815;SOMAGLIA;98054
Nord Ovest;Piemonte;CN;I817;SOMANO;4221
Nord Ovest;Lombardia;VA;I819;SOMMA LOMBARDO;12123
