AREA;REGIONE;PROVINCIA;2020_CodCom;NTN 2020 fino a 50 mq;NTN  2020 50 -| 85 mq;NTN 2020 85 -| 115 mq;NTN  2020 115 -| 145 mq;NTN  2020 oltre 145 mq;NTN 2020
Nord Ovest;Lombardia;MI;C537;6;54,67;47,2;16,33;19;143,2
Nord Est;Veneto;VR;C538;0;13;11;3;10,4;37,4
Sud;Basilicata;PZ;C539;0;3;0;0;0;3
Centro;Toscana;FI;C540;2;46,66;53,74;26,45;32,65;161,5
Nord Ovest;Lombardia;PV;C541;7;36,5;19;5,5;14;82
Sud;Calabria;CZ;C542;0,22;0;4;1;1;6,22
Centro;Lazio;RM;C543;7;11,5;2,5;4;3;28
Nord Est;Veneto;PD;C544;0;5;10,5;7;8;30,5
Centro;Lazio;FR;C545;8;3;5,5;5,5;3,33;25,33
Nord Ovest;Piemonte;CN;C547;0;3;7;8;18,67;36,67
Nord Ovest;Piemonte;VC;C548;0;0;2;0;0;2
Nord Ovest;Lombardia;BS;C549;1;0;2;0;1;4
Nord Ovest;Piemonte;CN;C550;0,86;2;5,98;3;18,5;30,34
Nord Ovest;Lombardia;PV;C551;0;0;5;1,5;3;9,5
Centro;Lazio;RM;C552;75,85;204,94;128,38;63,25;67,01;539,43
Nord Est;Emilia-Romagna;RA;C553;75,42;240,62;125,25;52,75;40,16;534,2
Sud;Calabria;CS;C554;2;2;2;1;0,5;7,5
Nord Ovest;Lombardia;LO;C555;3;17;15;4;13;52
Sud;Campania;AV;C557;9;5;3,11;12,47;18,68;48,26
Sud;Campania;CE;C558;4;2;2;1;7;16
Nord Ovest;Liguria;IM;C559;10;8,9;7;2;1;28,9
Sud;Calabria;CS;C560;0;4;0,67;2;1;7,67
Sud;Campania;CE;C561;1;7,26;31;12,13;12;63,39
Nord Ovest;Lombardia;LC;C563;0;1;2;3,42;2;8,42
Nord Ovest;Piemonte;TO;C564;60,35;42,51;9,5;6;3,5;121,86
Nord Ovest;Lombardia;MI;C565;16;135,56;52,25;10;4,33;218,14
Nord Ovest;Lombardia;MB;C566;35;142,21;160,49;53,13;42,02;432,85
Nord Ovest;Piemonte;VB;C567;0;1,5;0;0;1;2,5
Isole;Sicilia;ME;C568;2;0;4;2,67;0,5;9,17
Nord Ovest;Lombardia;MI;C569;7,5;58,5;47,1;29,89;18,91;161,9
Nord Est;Emilia-Romagna;FO;C573;45,46;206,97;240,65;137,77;196,47;827,32
Nord Est;Emilia-Romagna;FO;C574;92,93;140,23;92,5;53,92;48,58;428,16
Sud;Campania;AV;C576;0;2;4;2;7;15
Nord Est;Veneto;BL;C577;3;5,83;9,33;4,75;14;36,91
Nord Ovest;Liguria;IM;C578;1;0;0;1;0;2
Nord Est;Veneto;TV;C580;1;10;8;10,02;8;37,02
Sud;Calabria;VV;C581;0;1;0;2;0;3
Centro;Marche;MC;C582;0;1;0;1;4;6
Nord Ovest;Piemonte;AT;C583;0;0;0;1;2;3
Sud;Campania;SA;C584;3;3;0;0,33;0;6,33
Nord Ovest;Lombardia;BS;C585;1;3;2,25;0,25;4;10,5
Centro;Toscana;SI;C587;1;2;4;3;7;17
Sud;Calabria;CS;C588;2;11,5;6,56;13,45;2;35,51
Nord Ovest;Piemonte;CN;C589;1;13;15;7;18;54
Nord Ovest;Lombardia;BS;C591;2;2;2;1;3;10
Nord Ovest;Valle d'Aosta;AO;C593;4;5;2;1;0;12
Nord Ovest;Valle d'Aosta;AO;C594;5;1;0;0;1;7
Nord Ovest;Valle d'Aosta;AO;C595;0;1;0;0;1;2
Nord Ovest;Valle d'Aosta;AO;C596;1;0;1;0;1;3
Nord Ovest;Valle d'Aosta;AO;C598;1;5,5;3,8;3;4;17,3
Nord Ovest;Piemonte;CN;C599;7;23;21,33;13,83;43;108,16
Isole;Sardegna;SS;C600;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C604;1;11,67;4,01;1,33;1;19,01
Nord Est;Veneto;VI;C605;1;15;26,67;16;22,5;81,17
Sud;Campania;AV;C606;1;0;1;0;1;3
Centro;Toscana;SI;C608;3;17,84;18,17;8;7,67;54,68
Centro;Toscana;PI;C609;2;5;4,5;5,05;5,03;21,58
Nord Ovest;Piemonte;TO;C610;0;3,67;2;1,67;0,67;8,01
Isole;Sicilia;RG;C612;5,75;25,68;12,4;12,83;9,17;65,83
Isole;Sardegna;SS;C613;1,5;3;0;0;8;12,5
Nord Est;Veneto;TV;C614;1;4,5;8,83;5,33;8,5;28,16
Centro;Marche;AN;C615;5;41,31;49;25;15,25;135,56
Sud;Calabria;CZ;C616;4;3;1;3;5;16
Nord Ovest;Lombardia;BS;C618;13,5;43,34;69,67;41,42;57,17;225,1
Sud;Basilicata;PZ;C619;0;8;2;1;1;12
Sud;Molise;IS;C620;0;0;0;0;1;1
Nord Ovest;Liguria;GE;C621;22,85;132,42;111,73;48,92;19,67;335,59
Nord Ovest;Lombardia;SO;C623;9;33;27;6,5;11,33;86,83
Nord Ovest;Piemonte;TO;C624;0;4;0;1,17;16;21,17
Nord Ovest;Piemonte;TO;C627;14,92;129,26;122,75;66,1;62,09;395,12
Nord Ovest;Lombardia;SO;C628;15,1;37,1;7,17;1,33;3,66;64,36
Nord Ovest;Piemonte;TO;C629;1;0,5;0;0,5;2;4
Nord Est;Veneto;BL;C630;1,5;2;3;2;1,65;10,15
Centro;Toscana;PT;C631;1;6,17;5;11;13,53;36,7
Sud;Abruzzo;CH;C632;18,16;97,79;97,36;69,84;60,78;343,93
Sud;Puglia;FG;C633;1;8,5;1;0;1,25;11,75
Nord Ovest;Lombardia;CR;C634;0;6;2;2;5;15
Nord Ovest;Lombardia;BG;C635;0,06;6,75;7;12,25;2,25;28,31
Nord Ovest;Lombardia;PV;C637;0;3;8,5;10;16;37,5
Nord Est;Veneto;VE;C638;124,05;213,63;181,51;95,5;48,87;663,56
Nord Ovest;Piemonte;TO;C639;19,33;14,17;4,5;4,5;5;47,5
Nord Est;Friuli- Venezia Giulia;PN;C640;0;5;9;6;16,13;36,13
Centro;Toscana;AR;C648;0;4,5;2,97;1;3;11,47
Nord Ovest;Lombardia;BG;C649;0;13,22;27;13,5;13,25;66,97
Nord Est;Veneto;VI;C650;0;3,33;5;2;10,55;20,88
Nord Ovest;Lombardia;SO;C651;0;3;1,5;2,33;3;9,83
Nord Ovest;Piemonte;CN;C653;3;16,34;3;5,5;11;38,84
Isole;Sicilia;PA;C654;0;0;3;7;8;18
Nord Ovest;Piemonte;TO;C655;3;2;3;3,75;0;11,75
Nord Est;Friuli- Venezia Giulia;UD;C656;8,85;4,24;6;3;2;24,09
Nord Ovest;Liguria;IM;C657;0;1;4;0,5;2;7,5
Nord Ovest;Piemonte;AT;C658;0;0;0;1;2;3
Sud;Campania;AV;C659;0;7;3;0;2;12
Nord Ovest;Liguria;IM;C660;0;1;1;2;0;4
Centro;Toscana;SI;C661;1;7;6;4;3,22;21,22
Centro;Toscana;SI;C662;4;8,67;24,5;9,5;16,84;63,51
Centro;Toscana;AR;C663;1;1;5,78;4;7;18,78
Nord Ovest;Piemonte;TO;C665;5;109;109,17;37;41,67;301,84
Isole;Sicilia;AG;C668;1;3,8;5;5,83;4,66;20,29
Nord Est;Emilia-Romagna;RE;C669;1;4;10;10,5;16;41,5
Nord Est;Veneto;TV;C670;1,1;3,5;5;17;20,09;46,69
Nord Est;Veneto;BL;C672;3,67;4;0;0;0;7,67
Nord Ovest;Liguria;GE;C673;0;3;1;1;3,5;8,5
Sud;Calabria;CZ;C674;1;1;1,5;2;0;5,5
Sud;Campania;NA;C675;3;7,67;13,33;10,62;16;50,62
Sud;Campania;SA;C676;1;2;2;0;2;7
Centro;Lazio;RM;C677;3,33;0;1;1;0;5,33
Nord Ovest;Lombardia;CR;C678;0;3,5;1;0;0;4,5
Nord Ovest;Piemonte;TO;C679;0;0;0;0;1;1
Nord Ovest;Piemonte;VC;C680;0;2;4;8;12;26
Nord Ovest;Piemonte;CN;C681;0;1;1;0;1;3
Nord Ovest;Lombardia;PV;C684;0;1;7,5;1,5;4;14
Nord Ovest;Lombardia;BS;C685;0;1;3,42;2,17;4,24;10,83
Nord Ovest;Lombardia;PV;C686;0;14;19;13;12,83;58,83
Nord Est;Veneto;TV;C689;0;5;3,83;4;9,63;22,46
Nord Ovest;Lombardia;BS;C691;1;1,75;0;2;1;5,75
Sud;Calabria;RC;C695;0;0;0;0;0;0
Isole;Sicilia;PA;C696;0;0;4;4;9;17
Sud;Campania;NA;C697;2;6,21;8;8,5;7,33;32,04
Nord Ovest;Lombardia;BS;C698;0;0;1;3;3;7
Nord Est;Friuli- Venezia Giulia;PN;C699;0;0;0;1;1;2
Nord Ovest;Piemonte;AT;C701;1;2;1;0;4;8
Centro;Lazio;RM;C702;0;1;0;2;0;3
Nord Ovest;Lombardia;CR;C703;0;0;0;0;9;9
Centro;Marche;MC;C704;0;6;13;20,5;27;66,5
Centro;Toscana;GR;C705;3;10,17;2;2;6;23,17
Nord Ovest;Lombardia;MI;C707;138,83;380,61;151,33;50,5;24,72;745,99
Isole;Sicilia;PA;C708;2;10,5;21;18,87;18,63;71
Nord Ovest;Lombardia;SO;C709;0;0,5;2;0;0;2,5
Sud;Calabria;RC;C710;5;5;4;3;1;18
Nord Ovest;Piemonte;TO;C711;0;0;1;0;1;2
Nord Est;Veneto;PD;C713;0;2;0;2,5;3;7,5
Nord Est;Veneto;VE;C714;0;0;5;3,42;11;19,42
Nord Ovest;Piemonte;TO;C715;0;0;1;0,67;2,84;4,51
Sud;Campania;CE;C716;0;0;1;0;0;1
Nord Ovest;Liguria;IM;C718;8,25;10;8;3,33;1;30,58
Sud;Campania;BN;C719;2;1;0;1;4,89;8,89
Nord Ovest;Piemonte;TO;C722;7,33;58,18;59,49;27,06;35,06;187,12
Sud;Basilicata;MT;C723;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C724;0;4,5;3;4;7;18,5
Sud;Calabria;KR;C725;6;3;4;1;2;16
Sud;Calabria;KR;C726;7;22;28,25;11,33;7;75,58
Nord Ovest;Lombardia;BG;C728;0;6;18,01;17,25;6,75;48,01
Nord Ovest;Liguria;SV;C729;10;11;0;2;6;29
Nord Ovest;Lombardia;BG;C730;2;12;23;14,11;9,5;60,61
Nord Ovest;Lombardia;VA;C732;5;30;35;20,67;31,53;122,2
Nord Ovest;Lombardia;MI;C733;0;26;28,01;18,72;18,33;91,06
Nord Est;Veneto;TV;C735;3;6,23;8;7,5;17,99;42,72
Nord Ovest;Piemonte;CN;C738;0;0;2;2;1;5
Nord Ovest;Piemonte;AT;C739;0;2;1;1;4;8
Centro;Lazio;LT;C740;39;60,95;71,5;42,07;36,28;249,8
Sud;Puglia;BR;C741;10,5;27,53;20,66;26,5;14;99,19
Centro;Umbria;PG;C742;2;1;4;3;10,67;20,67
Nord Est;Veneto;PD;C743;2;23;33,08;38;62,25;158,33
Centro;Umbria;PG;C744;3;10;14;18;22;67
Centro;Umbria;PG;C745;14;63;93,18;81,65;59,31;311,14
Centro;Lazio;RI;C746;4,5;8,5;6,5;12,5;8,67;40,67
Sud;Calabria;RC;C747;6,67;8,5;7;10;9,17;41,34
Centro;Lazio;RI;C749;0;1;1;0;0;2
Sud;Abruzzo;PE;C750;8,67;22;36,75;16,33;27,33;111,08
Nord Ovest;Lombardia;VA;C751;0;8;10,5;7;8;33,5
Nord Ovest;Lombardia;LC;C752;1,5;9;7,4;5,5;6,5;29,9
Nord Ovest;Liguria;IM;C755;2;3;3;3;1;12
Nord Ovest;Piemonte;VC;C757;0;0;0;1,5;1;2,5
Nord Est;Friuli- Venezia Giulia;UD;C758;1;14;31,67;29,34;46,83;122,84
Nord Ovest;Lombardia;BG;C759;0,25;8;15,25;6;8,5;38
Nord Ovest;Lombardia;BS;C760;0;3;4;7;2;16
Sud;Calabria;CS;C763;0;1;1;0;2;4
Sud;Molise;CB;C764;0;1;1;0;0;2
Centro;Lazio;VT;C765;7,88;33,23;26,19;16,28;15,87;99,45
Sud;Abruzzo;AQ;C766;0;1;2;1;0;4
Centro;Lazio;RM;C767;3,1;33;21;6;14,5;77,6
Sud;Abruzzo;CH;C768;0;1;0;0;2;3
Sud;Molise;IS;C769;0;1;0;2;0;3
Centro;Marche;MC;C770;49,04;168,22;142,1;79,14;68,07;506,57
Sud;Abruzzo;PE;C771;1;1;0;1;2;5
Sud;Molise;CB;C772;0;0;0;0;0;0
Centro;Lazio;RM;C773;25,5;126,98;180,46;83,38;44,21;460,53
Centro;Toscana;AR;C774;4,34;18;8;7,16;19;56,5
Sud;Abruzzo;CH;C776;0;0;2;1;2,5;5,5
Nord Est;Emilia-Romagna;FO;C777;0;7;4,44;7,56;8,63;27,63
Sud;Abruzzo;AQ;C778;1;7;1;1;2;12
Sud;Abruzzo;PE;C779;0,75;2,75;2;1;6;12,5
Centro;Lazio;VT;C780;1;2;2;1;7,5;13,5
Sud;Abruzzo;TE;C781;0;1;3,5;2,67;8,2;15,37
Centro;Toscana;GR;C782;4;7,55;8,5;5;1,17;26,22
Sud;Abruzzo;AQ;C783;0;0;5;3;2;10
Centro;Lazio;RM;C784;2;7;2;1;3;15
Nord Ovest;Lombardia;SO;C785;18,5;12;5,75;3;0;39,25
Nord Ovest;Lombardia;CO;C787;0;0;1;0;2,5;3,5
Nord Ovest;Lombardia;BG;C789;0;0,25;3;1;2;6,25
Nord Est;Friuli- Venezia Giulia;PN;C790;1,13;0;0;2,25;4,25;7,63
Nord Est;Friuli- Venezia Giulia;PN;C791;0;2,5;2;3;5;12,5
Nord Ovest;Piemonte;CN;C792;0;1;2;3;2;8
Nord Ovest;Piemonte;TO;C793;10;7,67;2;0;0;19,67
Sud;Calabria;CS;C795;1;0;0;0;4;5
Nord Ovest;Lombardia;VA;C796;0;6;2;7;4,5;19,5
Nord Ovest;Lombardia;BG;C800;9,33;40,2;34,49;10;5;99,02
Nord Ovest;Piemonte;TO;C801;1;2;5;3;12,5;23,5
Nord Ovest;Piemonte;TO;C803;13,33;21,83;19,5;4;7,5;66,16
Nord Ovest;Piemonte;AT;C804;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;C806;2;16;38;18,17;32,74;106,91
Nord Ovest;Piemonte;AT;C807;1;3;4;1;5;14
Nord Ovest;Lombardia;VA;C810;4;8,5;10,83;11,33;12;46,66
Sud;Abruzzo;AQ;C811;2;0;0;1;0;3
Nord Est;Veneto;PD;C812;0;10,33;8,83;16,5;17,1;52,76
Nord Ovest;Lombardia;PV;C813;0;0;2;3;5;10
Nord Est;Emilia-Romagna;FE;C814;5,17;21,14;25,33;27,17;21,83;100,64
Nord Est;Veneto;TV;C815;0;8;5;8,38;12,8;34,18
Nord Ovest;Lombardia;LO;C816;7;54,45;55,17;22;25,17;163,79
Nord Est;Friuli- Venezia Giulia;UD;C817;2;24;26,5;24,41;45,74;122,65
Isole;Sardegna;SS;C818;0;1,32;0;0;1;2,32
Nord Ovest;Piemonte;BI;C819;0;1,5;2;2;2,5;8
Nord Ovest;Lombardia;MB;C820;1;23;29,5;19;23;95,5
Nord Ovest;Valle d'Aosta;AO;C821;4;13,5;4;2;1;24,5
Nord Ovest;Liguria;GE;C823;13;55;25,67;9,5;4,13;107,3
Nord Est;Veneto;VI;C824;0;3,83;7;5,16;6,84;22,83
Nord Ovest;Liguria;GE;C826;0;12,17;21;10,25;8;51,42
Nord Ovest;Piemonte;NO;C829;4;5,67;1,5;0;0;11,17
Nord Ovest;Lombardia;BG;C835;3;4,75;3,25;0;0;11
Centro;Lazio;FR;C836;0;2;1,5;0;1;4,5
Nord Est;Emilia-Romagna;PC;C838;2;10;11,83;3,5;1,5;28,83
Nord Ovest;Lombardia;LC;C839;8,5;55,17;41;14;13,25;131,92
Centro;Lazio;RI;C841;0;2;0;0;0;2
Sud;Abruzzo;AQ;C844;1;0;0;2;0;3
Centro;Umbria;PG;C845;0;0;3,5;1;9;13,5
Sud;Campania;BN;C846;0;3;0;1;2,5;6,5
Centro;Toscana;SI;C847;13;70,6;68,44;39,45;26,5;217,99
Nord Est;Veneto;TV;C848;0;9;10;8;16;43
Nord Ovest;Lombardia;BS;C850;1;4,5;11,5;8;9,5;34,5
Nord Ovest;Lombardia;LC;C851;3;3,44;4;1;7;18,44
Nord Est;Emilia-Romagna;PR;C852;7,5;57,5;55;21,5;23,25;164,75
Sud;Abruzzo;PE;C853;1;2;5;4,67;5;17,67
Sud;Molise;CB;C854;0;0;1;0;0;1
Sud;Abruzzo;CH;C855;1;0;0;0;0;1
Sud;Abruzzo;CH;C856;0;0;1;0;0;1
Centro;Lazio;RI;C857;0;4;0,67;1;0;5,67
Centro;Lazio;RM;C858;1,5;48,47;43;31,07;22,5;146,54
Centro;Lazio;RI;C859;0;1;0;0;0;1
Nord Ovest;Piemonte;TO;C860;25,25;255,17;211,29;48,83;28;568,54
Sud;Abruzzo;AQ;C862;2,29;2;1;0,75;2;8,04
Centro;Lazio;FR;C864;4,5;2;0;1;2,5;10
Sud;Puglia;LE;C865;0;9;2;6;11;28
Sud;Abruzzo;AQ;C866;0;2;1;0;2;5
Nord Ovest;Piemonte;TO;C867;0;1;0;0;0;1
Nord Ovest;Piemonte;TO;C868;0;0;0;0,5;2;2,5
Centro;Toscana;LI;C869;7,5;44,77;59,84;43,83;35,06;191
Centro;Lazio;FR;C870;0;4;0;0;0,88;4,88
Isole;Sicilia;PA;C871;7,5;10;3,5;4;4;29
Sud;Molise;CB;C875;1;1;0;0,47;6;8,47
Centro;Lazio;RI;C876;1;5;4;5;4,6;19,6
Centro;Marche;AP;C877;1;1;6,5;2;6,83;17,33
Sud;Molise;IS;C878;0;0;2;1;0;3
Sud;Campania;SA;C879;0;2;1;1;2;6
Centro;Lazio;RI;C880;0;1;0;0;0;1
Isole;Sardegna;CA;C882;0;1;0;0;0;1
Nord Ovest;Lombardia;BS;C883;3;10;2,49;4;0,44;19,93
Nord Ovest;Piemonte;VC;C884;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C885;1;2;2;1;13,5;19,5
Centro;Marche;MC;C886;0;1;0;1;0;2
Sud;Basilicata;MT;C888;2;1;2;1;3;9
Nord Est;Veneto;VR;C890;4;12,67;24;13;50;103,67
Nord Ovest;Lombardia;BS;C893;1;16,5;18,5;11,5;17,17;64,67
Nord Ovest;Lombardia;BG;C894;8;20,17;20;23,85;16,33;88,35
Nord Ovest;Lombardia;MI;C895;60,25;306,06;148,28;50,4;27,94;592,93
Nord Est;Veneto;VR;C897;4,25;27,22;25;13,5;24,8;94,77
Centro;Lazio;RM;C900;3;9,92;3;7,5;5;28,42
Sud;Abruzzo;TE;C901;2;3;6;2,5;6;19,5
Nord Ovest;Lombardia;CO;C902;2;0;1;0;1;4
Nord Ovest;Lombardia;SO;C903;1;3;1;1;1;7
Nord Est;Emilia-Romagna;PR;C904;1,05;19,5;21,33;8,5;25,5;75,88
Sud;Calabria;CS;C905;0;1;0;1;0;2
Nord Ovest;Lombardia;MI;C908;0;10;15,76;4,5;2,5;32,76
Nord Ovest;Lombardia;BG;C910;3;4;4;1,5;1;13,5
Nord Ovest;Lombardia;VA;C911;1,5;4;1,5;3;3,5;13,5
Nord Est;Emilia-Romagna;FE;C912;275,03;484,54;96,98;36,9;39,23;932,68
Centro;Toscana;MS;C914;0;1;4;2;2,5;9,5
Nord Ovest;Lombardia;LO;C917;1;17;8;6;3,5;35,5
Nord Est;Friuli- Venezia Giulia;UD;C918;1;3,5;2;1,17;0;7,67
Nord Est;Veneto;BL;C919;5,5;15;10;0;1;31,5
Nord Est;Veneto;BL;C920;6;11,98;14,67;9;2,33;43,98
Nord Ovest;Lombardia;VA;C922;1,67;6;6;3;13,5;30,17
Nord Ovest;Lombardia;BS;C925;1;12;7;10;12;42
Nord Ovest;Piemonte;NO;C926;0;0;3;7;4;14
Isole;Sicilia;RG;C927;15,67;36,01;39,75;41,19;37,96;170,58
Isole;Sicilia;AG;C928;0;0;1;1;3;5
Sud;Campania;NA;C929;1;0;0;1;2,33;4,33
Nord Ovest;Lombardia;MN;C930;0;0;0;1;5,98;6,98
Nord Ovest;Lombardia;CO;C933;76,88;337,01;260,1;136,67;148,72;959,38
Nord Est;Emilia-Romagna;PR;C934;0;3;0;5;2;10
Centro;Marche;AP;C935;0;5;4,5;6;2,5;18
Nord Ovest;Lombardia;CO;C936;4,75;6,75;6;5,16;7;29,66
Nord Ovest;Lombardia;BG;C937;1;16;11;6,78;7,34;42,12
Nord Est;Veneto;VE;C938;0;3;3;3,58;3;12,58
Sud;Campania;CE;C939;1;1;0;0;5;7
Sud;Campania;SA;C940;0;1,02;2;1;2;6,02
Sud;Molise;IS;C941;2;1;3;0;0;6
Nord Est;Veneto;VR;C943;0;1,5;0;0;5,5;7
Centro;Lazio;RI;C946;1;1,5;1,5;1;1,88;6,88
Nord Ovest;Lombardia;BS;C948;5;41;46,64;31,5;36,84;160,98
Nord Est;Veneto;VE;C950;0;10;28,28;10;23,25;71,53
Nord Est;Emilia-Romagna;MO;C951;1;8,5;20,5;6;17;53
Nord Ovest;Lombardia;MB;C952;18;61,38;73,18;29,5;18,19;200,25
Sud;Calabria;RC;C954;0;2;4;2,66;1,33;9,99
Nord Ovest;Piemonte;TO;C955;6,5;21,67;23,5;14,5;10,83;77
Isole;Sicilia;ME;C956;3;0;0;1;1;5
Nord Est;Veneto;TV;C957;11;69,53;122;81,84;81;365,37
Nord Ovest;Lombardia;PV;C958;0;3;3;2;3,17;11,17
Centro;Lazio;RI;C959;0,5;1;2,5;0;4;8
Sud;Calabria;CZ;C960;0;1;1,75;0;0;2,75
Nord Ovest;Piemonte;AL;C962;0;0;1;2;3;6
Nord Est;Emilia-Romagna;RA;C963;2;13,35;25;18,61;53,92;112,88
Nord Est;Veneto;PD;C964;2;19,75;27,33;23,5;38,25;110,83
Isole;Sicilia;PA;C968;0;0;0;7;3,33;10,33
Centro;Lazio;RI;C969;1;2;5;3;9;20
Sud;Campania;AV;C971;0;3;0;4;5;12
Sud;Abruzzo;TE;C972;1;0;1;4;4,01;10,01
Sud;Campania;SA;C973;1;0;2;0;0;3
Sud;Campania;SA;C974;1;4;5;2;0;12
Sud;Puglia;BA;C975;23;49;89,65;62;31,83;255,48
Sud;Campania;AV;C976;1;1;1;3;6;12
Nord Ovest;Piemonte;AL;C977;3;0;0;3;14;20
Sud;Puglia;LE;C978;6;7,75;13,75;22,25;27,75;77,5
Nord Ovest;Lombardia;PV;C979;1;4;2;0,89;3,78;11,67
Nord Est;Emilia-Romagna;FE;C980;1;31;43;31,67;42,68;149,35
Nord Ovest;Lombardia;PV;C982;0;0;0;1;0;1
Sud;Puglia;BA;C983;61,35;117,03;121,67;72,5;51,75;424,3
Sud;Campania;SA;C984;2;3;3,17;1;1;10,17
Nord Ovest;Lombardia;MI;C986;13;108,1;88,63;31,72;43;284,45
Nord Est;Veneto;RO;C987;0;2,5;3,5;6;3;15
Centro;Lazio;VT;C988;0;4;2,5;5;3,67;15,17
Centro;Umbria;PG;C990;7,5;63,5;66,99;52,33;49,25;239,57
Nord Est;Friuli- Venezia Giulia;PN;C991;5;32,5;22;35,33;82,8;177,63
Nord Est;Veneto;TV;C992;2;15;16;6;15,22;54,22
Nord Est;Friuli- Venezia Giulia;PN;C993;1;11;2;0;6,5;20,5
Nord Ovest;Liguria;GE;C995;0;0;0;1;1;2
Centro;Toscana;LU;C996;2,83;9;5,5;8;14,16;39,49
Centro;Lazio;FR;C998;0;1;1;0;0;2
Sud;Abruzzo;AQ;C999;1;1;1;0,11;0;3,11
Centro;Lazio;LT;D003;10;17;16;8,5;3;54,5
Nord Est;Emilia-Romagna;RN;D004;4,25;26;8,5;9,39;19,91;68,05
Sud;Puglia;LE;D006;4;7;0;7;8;26
Centro;Marche;AN;D007;0;4;6;7;10,95;27,95
Nord Ovest;Piemonte;TO;D008;10;21;8;2,17;15,5;56,67
Isole;Sicilia;PA;D009;6,83;5;8,89;15,5;11,5;47,72
Sud;Basilicata;PZ;D010;7;8;3;2;3,5;23,5
Sud;Campania;SA;D011;0;0;0;0;2;2
Nord Ovest;Valle d'Aosta;AO;D012;18,09;46,39;15;9,78;10;99,26
Nord Ovest;Lombardia;MI;D013;23;123;55,4;22;20,4;243,8
Nord Ovest;Lombardia;BG;D015;1;4;4;0;0,5;9,5
Nord Ovest;Lombardia;BG;D016;2;7;1;0;1;11
Nord Ovest;Lombardia;MI;D018;32;106,6;103,67;35,11;21;298,38
Nord Ovest;Lombardia;MB;D019;8;42;45,5;20;18,67;134,17
Nord Est;Veneto;VI;D020;3,5;5;20,5;20,5;36,5;86
Nord Ovest;Lombardia;LO;D021;2,5;5,5;19;8,5;4;39,5
Nord Ovest;Piemonte;CN;D022;1;2;9;7;9;28
Centro;Lazio;VT;D024;14,42;103,68;73,08;35,5;28,5;255,18
Nord Est;Emilia-Romagna;PR;D026;8,5;5,72;7;4,08;12,88;38,18
Nord Est;Friuli- Venezia Giulia;UD;D027;1;2;4;3;12,49;22,49
Nord Ovest;Lombardia;LO;D028;1;0;2,4;2;0;5,4
Nord Ovest;Lombardia;LO;D029;0;0;1,5;3,35;1;5,85
Nord Est;Veneto;TV;D030;1;11;9;4;21,17;46,17
Nord Ovest;Lombardia;MI;D033;0;0;1;1;1;3
Nord Est;Emilia-Romagna;RE;D037;6,5;62;93;32,34;63,32;257,16
Nord Ovest;Lombardia;MB;D038;4;40,5;19;5;9,22;77,72
Nord Est;Veneto;PD;D040;1;4;5;6,5;6,2;22,7
Nord Ovest;Lombardia;CO;D041;2;4;0;1;1;8
Centro;Marche;MC;D042;1;14,26;27;18,9;15,41;76,57
Sud;Abruzzo;TE;D043;0;6;10,5;3;6;25,5
Sud;Puglia;LE;D044;2;2;2;2;3,33;11,33
Nord Ovest;Lombardia;MI;D045;51,5;243,25;107,63;17;14,17;433,55
Nord Ovest;Piemonte;AT;D046;0;0;0;0;1,5;1,5
Sud;Calabria;CZ;D049;2;1;1,33;1,89;0;6,22
Nord Ovest;Piemonte;AT;D050;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;D051;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;D052;2;1;1;1;9,5;14,5
Nord Est;Emilia-Romagna;PC;D054;0;2;0;0;3;5
Nord Ovest;Lombardia;CR;D056;0;1;0;4;8;13
Nord Ovest;Lombardia;CR;D057;0;0;0;3;4;7
Nord Ovest;Lombardia;BS;D058;2;23,5;17,5;15,33;14,5;72,83
Nord Est;Emilia-Romagna;PC;D061;1;4;5;6,33;7;23,33
Nord Ovest;Piemonte;CN;D062;2;0;5;5;9;21
Nord Ovest;Lombardia;BS;D064;42,5;63,5;9,16;3;1;119,16
Nord Ovest;Lombardia;LC;D065;1;2;0,33;0;2;5,33
Nord Ovest;Lombardia;BG;D066;0;2;1;5;2,56;10,56
Nord Ovest;Lombardia;LO;D068;1;3;3;1;3;11
Nord Ovest;Piemonte;AT;D072;0;0;0;0;4;4
Sud;Abruzzo;TE;D076;0;0;0;0;0;0
Centro;Toscana;AR;D077;13;45,5;37,83;32;48,35;176,68
Sud;Abruzzo;PE;D078;0;0;0;0;0,67;0,67
Nord Ovest;Lombardia;PV;D081;0;3;1;0;2,33;6,33
Nord Ovest;Lombardia;BS;D082;0;0;2,5;3,01;3,5;9,01
Nord Est;Friuli- Venezia Giulia;UD;D085;0;1;1,72;1;8,5;12,22
Sud;Calabria;CS;D086;32,13;106,61;149,41;109,08;97,25;494,48
Nord Ovest;Liguria;IM;D087;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;D088;1,33;13;12,67;2;7;36
Sud;Calabria;RC;D089;1;5;0;0;1;7
Nord Ovest;Piemonte;TO;D092;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;D093;0;0;1;1;4,79;6,79
