AREA;REGIONE;PROVINCIA;2020_CodCom;NTN 2020 fino a 50 mq;NTN  2020 50 -| 85 mq;NTN 2020 85 -| 115 mq;NTN  2020 115 -| 145 mq;NTN  2020 oltre 145 mq;NTN 2020
Isole;Sardegna;SS;I863;21,72;59,11;25,5;25,5;18,22;150,05
Isole;Sicilia;SR;I864;5,5;6;15,14;3,22;6;35,86
Nord Ovest;Lombardia;CR;I865;0;3;4,33;1;7,25;15,58
Nord Est;Veneto;BL;I866;1;6,5;2,5;2;15,38;27,38
Nord Est;Veneto;VI;I867;2;6;10;5;20;43
Nord Ovest;Piemonte;BI;I868;0;1;1;0;2;4
Nord Ovest;Lombardia;BG;I869;0;9;14;9,67;5;37,67
Sud;Calabria;CZ;I872;6;32,19;28,69;23,19;16;106,07
Nord Ovest;Lombardia;BG;I873;4,67;9;14,8;8;13;49,47
Sud;Calabria;CZ;I874;0;1;0;1;5;7
Sud;Calabria;CZ;I875;2;1;1;1;1;6
Nord Est;Veneto;BL;I876;0;0;1;1;2;4
Centro;Toscana;SI;I877;6;25;31;14,89;21;97,89
Nord Ovest;Lombardia;MB;I878;7,66;25;17;15,17;8;72,83
Nord Est;Veneto;VI;I879;0;8;13,6;4,74;22,67;49,01
Nord Ovest;Piemonte;NO;I880;0;3;2;0;2;7
Isole;Sicilia;ME;I881;4;10,28;19;8;6,5;47,78
Sud;Calabria;VV;I884;0;0;1;2;1;4
Sud;Campania;CE;I885;1;0;2;9,67;6;18,67
Nord Ovest;Piemonte;TO;I886;4;4;8;4;1,33;21,33
Sud;Puglia;LE;I887;4,34;6,17;7,17;2,67;6,5;26,85
Centro;Umbria;PG;I888;2;17;11,5;11,5;22,67;64,67
Isole;Sicilia;EN;I891;1;0;2;2;1;6
Centro;Lazio;LT;I892;11,5;20,39;6,67;4,13;4;46,69
Sud;Campania;AV;I893;0;3;10,5;3,5;5;22
Nord Ovest;Lombardia;PV;I894;0;0;2;0;2;4
Sud;Calabria;CS;I895;0;2;5,33;5;7;19,33
Sud;Calabria;CS;I896;12,06;31,25;8;3;3;57,31
Nord Ovest;Piemonte;AL;I901;0;2;1;3;3;9
Centro;Lazio;LT;I902;0;2;0;1;5;8
Nord Est;Emilia-Romagna;MO;I903;7;32;42,54;23,08;18,67;123,29
Nord Est;Friuli- Venezia Giulia;PN;I904;1;15;22;15;35,76;88,76
Sud;Calabria;VV;I905;0;1;1;1;0;3
Nord Ovest;Lombardia;CR;I906;1;2;4;3;4;14
Sud;Puglia;BA;I907;12,83;11,33;7,5;7,2;9,75;48,61
Nord Est;Veneto;VE;I908;2;96,31;121,26;53,83;52,51;325,91
Nord Ovest;Lombardia;CR;I909;1;0;0;0;2,5;3,5
Sud;Molise;CB;I910;2;1;0;1;1;5
Nord Ovest;Piemonte;AL;I911;0;0;0;0;0;0
Centro;Marche;AP;I912;2;13;26;12,74;8,42;62,16
Nord Ovest;Lombardia;CR;I914;2,5;21;25,17;19,83;11,83;80,33
Nord Ovest;Lombardia;BG;I916;0;10;4;0;1;15
Sud;Basilicata;PZ;I917;1;1;1;0;1,44;4,44
Nord Ovest;Lombardia;BG;I919;6,38;10;11,92;8,5;6;42,8
Centro;Umbria;PG;I921;17,57;63,22;76,09;54,5;55,58;266,96
Sud;Abruzzo;PE;I922;4;28;36,5;21,67;33,67;123,84
Sud;Puglia;LE;I923;1;0;0,5;2,78;5,67;9,95
Nord Ovest;Liguria;SV;I926;12,5;49,75;9,17;3;2;76,42
Nord Est;Veneto;TV;I927;4;40,45;47,5;23,39;38,19;153,53
Nord Ovest;Lombardia;SO;I928;2;1;1;0;0;4
Sud;Calabria;CZ;I929;3;11,17;6;5;5;30,17
Sud;Puglia;LE;I930;2;17;21,5;13,43;23,58;77,51
Centro;Marche;AN;I932;0;7;5;1;9;22
Nord Ovest;Lombardia;CR;I935;0;1;5,67;1;8,67;16,34
Sud;Calabria;RC;I936;0;0;0;0;0;0
Sud;Calabria;CZ;I937;11,33;16;5;1;2;35,33
Nord Est;Veneto;PD;I938;1;5,22;2;8;19,11;35,33
Nord Ovest;Piemonte;AL;I941;0;1;3;2;7,5;13,5
Centro;Toscana;LU;I942;8;4;3;3,51;7;25,51
Nord Ovest;Lombardia;CO;I943;1;0;2;1;1;5
Sud;Calabria;VV;I945;1;2;2,89;6,55;0;12,44
Nord Ovest;Liguria;SV;I946;4,5;12,74;9,5;6;6,57;39,31
Nord Ovest;Liguria;SV;I947;2;2;4;2;1;11
Sud;Puglia;LE;I950;0,25;1;0;4;2,67;7,92
Nord Ovest;Lombardia;BG;I951;11;50,39;71,92;29,5;29,67;192,48
Nord Est;Veneto;RO;I953;0;5,25;8;7;7,25;27,5
Sud;Basilicata;MT;I954;3;7;8,18;3;2,25;23,43
Sud;Calabria;RC;I955;4;3;1;0;3;11
Sud;Calabria;RC;I956;1;2,83;3;1;0;7,83
Centro;Lazio;RI;I959;5,02;7;2,67;1;3,04;18,73
Sud;Campania;SA;I960;1;1;0;1;0;3
Sud;Puglia;FG;I962;3;8,75;8;11,5;5,5;36,75
Sud;Puglia;FG;I963;3;7;5,38;8;4;27,38
Nord Est;Veneto;VE;I965;2;10,33;12,5;5,16;11;40,99
Nord Ovest;Lombardia;PV;I968;6;26;37,33;16,75;25;111,08
Nord Ovest;Piemonte;TO;I969;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I970;0;11,98;12,5;11;27,5;62,98
Centro;Lazio;FR;I973;0;2;0;1;2,67;5,67
Nord Est;Friuli- Venezia Giulia;UD;I974;0;0;0;0;2,33;2,33
Nord Ovest;Piemonte;VB;I976;8;27,75;34,5;5;18,5;93,75
Nord Ovest;Piemonte;AL;I977;2;5;10,5;5;12;34,5
Sud;Campania;NA;I978;1;4;9;5,4;4,67;24,07
Nord Ovest;Piemonte;BI;I980;0;4;3;1;1;9
Centro;Umbria;TR;I981;3;13,25;7;12;12,55;47,8
Sud;Calabria;KR;I982;4;24,75;8;3;2;41,75
Nord Ovest;Piemonte;VC;I984;1;1;0;2;7,5;11,5
Nord Ovest;Piemonte;CN;I985;0;3;1;0;1;5
Nord Ovest;Lombardia;BG;I986;0;6,67;5,67;3;6;21,34
Sud;Campania;AV;I990;2;1;4;0,75;2;9,75
Centro;Toscana;AR;I991;4,01;12,2;12,07;13,92;10,37;52,57
Centro;Lazio;RM;I992;25,67;36,79;14,5;12;6,75;95,71
Sud;Campania;CE;I993;0;1,67;25,84;10,33;9,5;47,34
Nord Ovest;Lombardia;LC;I994;1;0;1;1;1;4
Isole;Sardegna;CA;I995;2;0;0;1;2;5
Nord Ovest;Lombardia;LC;I996;0;2;3;0;3;8
Nord Ovest;Lombardia;BG;I997;0;5;9;9;9,5;32,5
Nord Ovest;Lombardia;MB;I998;2;32,5;20,17;7;3,08;64,75
Nord Ovest;Lombardia;BS;L002;5;7;5,04;8;3,44;28,48
Nord Ovest;Lombardia;VA;L003;1;9,44;9,5;9;9;37,94
Sud;Campania;AV;L004;1;1;1;2;4;9
Isole;Sardegna;NU;L006;0;1;0;1;5;7
Nord Ovest;Piemonte;NO;L007;0;2;4,5;6,33;14,33;27,16
Sud;Puglia;LE;L008;2,5;2,84;6;1,78;7,9;21,02
Centro;Lazio;FR;L009;2;9;7;1;5;24
Sud;Puglia;LE;L010;1;0;0;0;0,5;1,5
Sud;Puglia;LE;L011;0;18;19;15;27,66;79,66
Nord Ovest;Piemonte;TO;L013;2;9,39;8;5;11;35,39
Nord Est;Veneto;TV;L014;4;19,38;18,17;32,5;27,83;101,88
Nord Ovest;Lombardia;MN;L015;2;1;4,33;2;12,58;21,91
Isole;Sicilia;CL;L016;0;1,67;2;1;1,67;6,34
Centro;Lazio;VT;L017;4,5;22;27;21;26,95;101,45
Nord Est;Friuli- Venezia Giulia;UD;L018;1;3,75;2;0,44;3;10,19
Centro;Toscana;LI;L019;2;23,5;12,5;6;4;48
Nord Ovest;Lombardia;MN;L020;9;49,75;69,67;31;64,28;223,7
Nord Ovest;Lombardia;LC;L022;1;4;0;3;0;8
Isole;Sardegna;OR;L023;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L024;26,25;73,78;31,5;7,5;3;142,03
Sud;Abruzzo;AQ;L025;8;41,17;21,17;11,25;12,67;94,26
Nord Est;Veneto;RO;L026;3;10,5;15;7,5;14,5;50,5
Nord Ovest;Piemonte;AL;L027;0;8;8;1,5;3;20,5
Nord Est;Veneto;BL;L030;2;2;5;1;5,16;15,16
Nord Ovest;Lombardia;VA;L032;2;6;6;9,61;9,5;33,11
Nord Est;Emilia-Romagna;RN;L034;0;3;1;0,5;0;4,5
Nord Ovest;Lombardia;SO;L035;0;9,5;4,5;6,5;1,11;21,61
Isole;Sardegna;NU;L036;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L037;1;7,5;0;0;3;11,5
Centro;Toscana;AR;L038;1;1;1;0;2,17;5,17
Nord Est;Friuli- Venezia Giulia;UD;L039;0;3,72;6,17;3,72;24,09;37,7
Nord Est;Veneto;BL;L040;3;13;10,63;4;3,67;34,3
Isole;Sicilia;ME;L042;14;35;18,96;12;11;90,96
Centro;Lazio;RI;L046;0;5;3;3;5;16
Sud;Abruzzo;CH;L047;0;0;0;1;1,49;2,49
Nord Ovest;Piemonte;CN;L048;0;1;6;2;1;10
Sud;Puglia;TA;L049;118,1;446,06;471,78;424,49;246,79;1707,22
Nord Est;Friuli- Venezia Giulia;UD;L050;3;17,5;25;20;39,67;105,17
Sud;Calabria;CS;L055;2;1;2;2;1;8
Nord Ovest;Lombardia;SO;L056;3,3;3,1;0;0;1,42;7,82
Nord Est;Veneto;TV;L058;3;2;4;1;21,55;31,55
Nord Ovest;Piemonte;AL;L059;0;2;1;3;1;7
Sud;Campania;AV;L061;0;1;0;0;3,5;4,5
Sud;Campania;AV;L062;6;4,09;1;2,09;6,45;19,63
Sud;Calabria;RC;L063;6,33;15;11;11;19;62,33
Sud;Puglia;LE;L064;6;10,92;11,5;7,25;12,13;47,8
Nord Est;Friuli- Venezia Giulia;UD;L065;2;35;55,5;16;49,58;158,08
Nord Ovest;Piemonte;TO;L066;0;2;0;0;3;5
Sud;Molise;CB;L069;0;4;0;1;3;8
Sud;Calabria;CZ;L070;10;13;3;2;10;38
Nord Ovest;Lombardia;CO;L071;2;17,5;17,67;7,25;6,5;50,92
Nord Ovest;Lombardia;BG;L073;7;5;2,5;4;3,28;21,78
Sud;Puglia;LE;L074;3;8,75;10,5;10,46;14,5;47,21
Nord Ovest;Piemonte;BI;L075;1;1;1;1;6;10
Centro;Marche;PS;L078;0;1,22;0;0;4;5,22
Centro;Marche;PS;L081;1;20,83;24,75;6,5;15;68,08
Sud;Basilicata;PZ;L082;0;1;2;2;1;6
Sud;Campania;CE;L083;2;14,33;12,5;6,75;13,2;48,78
Nord Ovest;Lombardia;SO;L084;11,5;21,35;12,74;2,33;8;55,92
Nord Est;Veneto;VE;L085;1;2;2;4;6,5;15,5
Sud;Campania;BN;L086;0;4;6;8,5;19;37,5
Nord Ovest;Lombardia;BG;L087;4;9;25,83;14,5;10;63,33
Isole;Sardegna;SS;L088;0;2;4;3,2;3,87;13,07
Isole;Sardegna;SS;L093;11,33;25,5;16;17,5;12,4;82,73
Nord Ovest;Lombardia;BS;L094;17,75;62,34;6;0;5;91,09
Nord Est;Veneto;PD;L100;2;18,5;24,09;16,17;28,57;89,33
Sud;Campania;AV;L102;1;1,5;3,67;0;3,5;9,67
Sud;Abruzzo;TE;L103;18,1;82,54;131,2;98,83;86,65;417,32
Nord Ovest;Piemonte;NO;L104;0;0;1;0;0;1
Centro;Lazio;FR;L105;0;1;1;0;0;2
Sud;Puglia;BA;L109;53,14;57,73;59,28;42,36;17,03;229,54
Isole;Sicilia;PA;L112;6;28,89;29,17;39,38;31,33;134,77
Sud;Molise;CB;L113;26,48;105,32;94,38;72,14;38,22;336,54
Nord Ovest;Lombardia;VA;L115;3;7;6,83;3,16;7;26,99
Nord Ovest;Piemonte;BI;L116;2;0;0;0;5;7
Centro;Umbria;TR;L117;69,72;270,18;315,49;187,68;178,68;1021,75
Nord Ovest;Lombardia;BG;L118;8,5;28;39,73;12,89;10;99,12
Centro;Lazio;LT;L120;46,42;168,69;117,7;89,7;60,7;483,21
Isole;Sardegna;OR;L122;2;6;11,25;14,57;14,8;48,62
Centro;Toscana;AR;L123;2;12,5;25,67;24,77;26,33;91,27
Sud;Calabria;CS;L124;0;3;1;2;2;8
Nord Ovest;Lombardia;LO;L125;0;0;2;2,5;2;6,5
Sud;Basilicata;PZ;L126;0;1;3;2;0,33;6,33
Sud;Calabria;RC;L127;1;0,5;0;0;1;2,5
Isole;Sicilia;PA;L131;4,04;46,36;64,08;30,89;17,25;162,62
Nord Est;Veneto;PD;L132;0;0;7;5;6;18
Sud;Calabria;CS;L134;0;0;0;0;0;0
Nord Est;Veneto;VR;L136;0,15;3;5;3,5;13,5;25,15
Centro;Toscana;PI;L138;2;11,5;10,5;10;7,17;41,17
Nord Ovest;Piemonte;AL;L139;2;1;3;2;7;15
Isole;Sardegna;NU;L140;3;5;3,5;1,5;1;14
Sud;Campania;NA;L142;4;2;8,83;12,67;10,83;38,33
Nord Ovest;Piemonte;AL;L143;2;2;1;2;3;10
Nord Ovest;Liguria;IM;L146;0;0;0;0;0;0
Centro;Lazio;VT;L150;2;3;2;3;0;10
Nord Ovest;Liguria;SV;L152;1;3;0;0;0;4
Isole;Sardegna;NU;L153;0;0;0;0;1;1
Isole;Sardegna;CA;L154;5;5,68;7,33;5,42;6,16;29,59
Sud;Campania;CE;L155;0;4,16;50,33;18,75;20,67;93,91
Nord Est;Veneto;VI;L156;0,12;21;15;17,5;39,4;93,02
Nord Est;Veneto;VI;L157;8;77,49;79,95;51,17;53,69;270,3
Isole;Sardegna;SS;L158;5;1;3;1;5;15
Isole;Sardegna;NU;L160;0;0;0;0;1;1
Nord Ovest;Lombardia;CR;L164;0;0;0,33;0;1,33;1,66
Nord Ovest;Piemonte;AL;L165;0;0;0;0;10;10
Sud;Puglia;LE;L166;0;4;3,86;2;2;11,86
Nord Ovest;Liguria;GE;L167;0;3;3;1;3;10
Nord Ovest;Piemonte;AT;L168;0;1;3;1;13;18
Nord Ovest;Lombardia;BS;L169;7,25;22,25;9;3,25;5;46,75
Isole;Sardegna;NU;L172;0;0;0;0;0;0
Sud;Abruzzo;AQ;L173;1;0;0;0;0;1
Nord Ovest;Lombardia;SO;L175;4;20,33;21,67;13;17;76
Sud;Calabria;CZ;L177;2;12;4;2;2;22
Isole;Sardegna;SS;L180;2;4,5;4;4;6;20,5
Sud;Basilicata;PZ;L181;2;4,9;12;5,83;9;33,73
Centro;Lazio;RM;L182;33,06;156,22;122,66;61,31;37,25;410,5
Nord Est;Emilia-Romagna;PR;L183;1,01;15,5;16,75;12,5;17;62,76
Nord Est;Emilia-Romagna;RE;L184;1;4,96;6,08;8,69;11,05;31,78
Sud;Campania;BN;L185;0;0;0;2;0;2
Sud;Abruzzo;PE;L186;0;1,5;2,83;1;1,17;6,5
Nord Ovest;Piemonte;VB;L187;1,8;4;3,05;2;0;10,85
Centro;Umbria;PG;L188;11;34;40,5;23,88;62;171,38
Centro;Lazio;RI;L189;0;2;3;2;2;9
Nord Ovest;Liguria;SV;L190;4;19;4;4;2;33
Centro;Marche;MC;L191;4,92;20,83;48,72;37,55;27,11;139,13
Centro;Lazio;RM;L192;3;10,75;8;5;6,5;33,25
Nord Ovest;Piemonte;BI;L193;0;8;5;2;10;25
Sud;Abruzzo;CH;L194;0;4,5;5;3;4,17;16,67
Nord Est;Friuli- Venezia Giulia;UD;L195;1,2;16,5;20;13,67;18,83;70,2
Sud;Basilicata;PZ;L197;0;4,17;3,34;1,5;2;11,01
Nord Est;Veneto;PD;L199;0,66;21,66;24,5;19,5;23,67;89,99
Isole;Sardegna;NU;L202;0;1;1;1;3,5;6,5
Nord Ovest;Piemonte;AT;L203;1;0;1;0;6;8
Nord Ovest;Piemonte;AT;L204;0;0;0;0;2;2
Sud;Campania;CE;L205;0;0;0;1;4;5
Sud;Calabria;CS;L206;0;0;3;2;1;6
Sud;Abruzzo;TE;L207;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;L210;3;19;26,67;10,17;10,5;69,34
Sud;Campania;SA;L212;0;8;4;0,5;3;15,5
Sud;Puglia;BR;L213;2,67;14,42;16;4;13;50,09
Sud;Campania;AV;L214;0;3;3;4;4;14
Sud;Molise;CB;L215;0;0,2;1,5;1,5;0,05;3,25
Centro;Umbria;PG;L216;8;27;27;11;16,57;89,57
Nord Ovest;Valle d'Aosta;AO;L217;21;21,63;7;2;1;52,63
Sud;Abruzzo;CH;L218;3;4;4,5;1;5;17,5
Nord Ovest;Piemonte;TO;L219;1583,05;5527,85;2820,67;1105,65;836,88;11874,1
Sud;Puglia;BA;L220;13,88;24,26;16;25,38;12,83;92,35
Nord Ovest;Lombardia;CR;L221;0;0;0;0;2;2
Nord Ovest;Piemonte;NO;L223;0;0;0;0,5;5;5,5
Sud;Abruzzo;CH;L224;0;0;4;4;3,78;11,78
Nord Ovest;Lombardia;CR;L225;0;0;0;0;1;1
Sud;Abruzzo;AQ;L227;1;0;0;1;4;6
Nord Ovest;Lombardia;CO;L228;0;2,67;3;5;6,38;17,05
Nord Est;Emilia-Romagna;PR;L229;2;3;3,11;5;1;14,11
Sud;Molise;CB;L230;0;3,17;1;2;1,58;7,75
Isole;Sardegna;NU;L231;1;5,17;1;2;2;11,17
Sud;Campania;SA;L233;1;1,5;3;1;0;6,5
Isole;Sardegna;SS;L235;0;2;0;1;4;7
Nord Ovest;Lombardia;PV;L237;0;2;1;2;4,57;9,57
Nord Ovest;Piemonte;TO;L238;0;0,5;11;4;11;26,5
Nord Ovest;Piemonte;BI;L239;0;1;1,33;0;2;4,33
Sud;Calabria;CZ;L240;0;2;0;0;4;6
Nord Ovest;Piemonte;CN;L241;2,34;2;1;0;0;5,34
Centro;Lazio;FR;L243;0;6,5;4;1,5;4;16
Nord Ovest;Lombardia;SO;L244;5,96;6;3,17;1;0;16,13
Sud;Campania;NA;L245;43;57,75;79,34;43;31,84;254,93
Nord Est;Friuli- Venezia Giulia;UD;L246;1;0;3,5;4;11,5;20
Nord Ovest;Piemonte;TO;L247;0;0;2;1;1;4
Nord Est;Veneto;VI;L248;3;8,5;7,9;11,67;25,66;56,73
Nord Ovest;Lombardia;PV;L250;0;0;0;1;0;1
Nord Ovest;Lombardia;BG;L251;2;25,01;44,61;7,25;11,5;90,37
Nord Ovest;Piemonte;CN;L252;0;2;0;0;0;2
Sud;Abruzzo;CH;L253;0;1;0;0;0;1
Sud;Campania;BN;L254;1;3,5;2;2;0;8,5
Nord Ovest;Lombardia;PV;L256;0;3;1;1;5;10
Nord Ovest;Lombardia;LC;L257;0;3,5;22,7;6,63;5;37,83
Nord Ovest;Lombardia;CR;L258;0;0;1;1;8,5;10,5
Sud;Campania;NA;L259;64,07;139,61;140,89;94,45;49,08;488,1
Nord Ovest;Lombardia;PV;L262;0;1,5;0;0;0;1,5
Sud;Abruzzo;PE;L263;0,67;2;2;0,83;4,13;9,63
Nord Ovest;Lombardia;BG;L265;1;7;17,5;6;12,17;43,67
Nord Est;Veneto;VE;L267;0;8;7;11;8;34
Nord Ovest;Lombardia;PV;L269;0;9;7;3;13;32
Nord Est;Veneto;PD;L270;0,73;15,23;16,23;6;19,46;57,65
Isole;Sicilia;ME;L271;1;3;10,67;13,67;10;38,34
Sud;Campania;AV;L272;0;0;1;1;2;4
Sud;Puglia;FG;L273;9;19,38;24,5;35,5;28,17;116,55
Sud;Campania;SA;L274;0;4;4,67;2;2;12,67
Nord Ovest;Lombardia;BG;L276;0;1;4;3;3;11
Nord Ovest;Piemonte;TO;L277;6,67;34,5;19,5;11,25;16;87,92
Nord Ovest;Piemonte;CN;L278;0;0;2;3;2;7
Centro;Marche;AP;L279;0;0;0;0;2;2
Sud;Puglia;BR;L280;0;6;12;12,67;3;33,67
Nord Ovest;Piemonte;CN;L281;0;0;0;0;0;0
Isole;Sicilia;PA;L282;2;2;3;1;3;11
Sud;Abruzzo;CH;L284;0;1;9;5;5,5;20,5
Nord Ovest;Lombardia;PV;L285;1;5,5;11;5,5;5,5;28,5
Centro;Lazio;RI;L286;1;7;4,5;2;5;19,5
Nord Est;Veneto;VR;L287;11,5;34;43,5;14;32,83;135,83
Centro;Lazio;FR;L290;0;1;3,26;3,75;3;11,01
Sud;Abruzzo;CH;L291;0;1;1;2;0;4
Nord Ovest;Lombardia;PV;L292;0;0;2;1;6,5;9,5
Centro;Lazio;RI;L293;6,67;0;0;1;7;14,67
Sud;Puglia;TA;L294;10;11;9;6,5;1,5;38
Sud;Abruzzo;TE;L295;1;1;4;1;3,5;10,5
Nord Ovest;Lombardia;CR;L296;0;0;0;0;3,11;3,11
Nord Est;Veneto;VI;L297;1;38;41,5;15,22;24,45;120,17
Nord Ovest;Liguria;GE;L298;5,25;22,33;6,33;9,92;6;49,83
Nord Est;Emilia-Romagna;PR;L299;6,1;27;23,2;6;20,5;82,8
Sud;Campania;AV;L301;0;0;0;0,83;0;0,83
Centro;Lazio;RM;L302;1;2;1;0;2;6
Centro;Toscana;SI;L303;0;7;16;10,72;18,42;52,14
Nord Ovest;Piemonte;AL;L304;10,5;84,17;92,67;40,17;59,33;286,84
Sud;Calabria;CS;L305;17;36,19;11,92;5,66;5;75,77
Sud;Campania;SA;L306;0;2;0;0;0;2
Sud;Abruzzo;TE;L307;38,02;179,1;44,75;14;15,67;291,54
Isole;Sicilia;ME;L308;2,6;2;4,8;2;2;13,4
Nord Est;Friuli- Venezia Giulia;UD;L309;0;10;5;4;6;25
Centro;Lazio;VT;L310;10;7,5;15,5;18,5;24,88;76,38
Nord Ovest;Lombardia;BS;L312;20,28;99,31;54,69;24;36,86;235,14
Sud;Abruzzo;TE;L314;1;2;1;1;1;6
Nord Ovest;Liguria;SV;L315;3;3,5;6,5;5,5;3;21,5
Nord Ovest;Lombardia;SO;L316;0;3;0;0;1;4
Isole;Sicilia;PA;L317;7,61;14;33,25;17,47;12,25;84,58
Nord Ovest;Lombardia;VA;L319;14,5;61;57,08;42;47,92;222,5
Isole;Sardegna;OR;L321;0;0;1,5;0,6;2;4,1
Sud;Campania;SA;L323;6,14;7,89;5;4;2;25,03
Nord Est;Friuli- Venezia Giulia;PN;L324;0;0;1;1;0;2
Nord Est;Friuli- Venezia Giulia;PN;L325;0;2;0;2,5;5;9,5
Sud;Basilicata;PZ;L326;0;1;3;3;4;11
Nord Ovest;Piemonte;TO;L327;2,5;5,5;6;6,67;17,8;38,47
Sud;Puglia;BA;L328;31,75;102,09;160,2;132,32;67,07;493,43
Nord Ovest;Lombardia;SO;L330;1;2;9;6,75;3;21,75
Isole;Sicilia;TP;L331;56,42;118,68;91,43;118,81;102,33;487,67
Isole;Sicilia;PA;L332;1;4;5;4,22;5;19,22
Nord Ovest;Piemonte;VB;L333;2;6;5;2;5;20
Sud;Abruzzo;AQ;L334;2;6,75;8;2;5;23,75
Nord Est;Friuli- Venezia Giulia;UD;L335;0;1;3,83;4;4;12,83
Nord Ovest;Piemonte;VB;L336;1;0;2;0;1;4
Isole;Sardegna;CA;L337;0;0;2;1;3,5;6,5
Nord Ovest;Lombardia;BS;L339;5;36;38,17;24,08;39,6;142,85
Nord Ovest;Piemonte;TO;L340;0;1;0;0;2,77;3,77
Nord Ovest;Lombardia;VA;L342;2,5;8;3,22;3,5;10,32;27,54
Nord Ovest;Piemonte;TO;L345;1;4;1;0;5;11
Nord Est;Emilia-Romagna;PR;L346;3,9;17,67;26,52;18,5;23,67;90,26
Nord Est;Friuli- Venezia Giulia;PN;L347;0;0;2;3;7,15;12,15
Nord Est;Emilia-Romagna;PC;L348;1,5;4,5;9,75;9;10,5;35,25
Nord Est;Veneto;PD;L349;2;41,5;20;19,7;29,97;113,17
Sud;Calabria;CS;L353;5;10;11;13,5;4;43,5
Isole;Sicilia;CT;L355;1;14,9;25,59;29,5;40,12;111,11
Nord Ovest;Piemonte;NO;L356;3,5;61,5;89,39;31,67;27,99;214,05
Sud;Basilicata;PZ;L357;0,33;1,5;2,3;1;1,66;6,79
Nord Est;Veneto;RO;L359;1;3;3;6;16;29
Nord Est;Emilia-Romagna;FO;L361;0;3;1,5;3;3;10,5
Sud;Abruzzo;CH;L363;0;1;0;4;1;6
Nord Est;Veneto;VR;L364;0;10;10,13;8,33;20,67;49,13
Centro;Marche;MC;L366;0;6;14;15,67;12,78;48,45
Nord Ovest;Piemonte;CN;L367;0;0;0;0;3;3
Isole;Sicilia;CT;L369;6;17,75;42,5;30;29,23;125,48
Nord Ovest;Lombardia;BS;L372;12;18,5;10;8;11;59,5
Sud;Campania;SA;L377;0;1;0;0;1;2
Sud;Campania;CE;L379;7;11,86;50,95;44;27,34;141,15
Nord Ovest;Lombardia;BS;L380;0;8,5;12;7;12,72;40,22
Nord Est;Friuli- Venezia Giulia;UD;L382;0;1;0;2;9,17;12,17
Sud;Puglia;LE;L383;3;16;18;19,32;14,83;71,15
Centro;Toscana;SI;L384;0;0,5;1,5;6;5;13
Centro;Toscana;MS;L386;0;2;1;3;1,5;7,5
Nord Ovest;Lombardia;BG;L388;2;26,42;13;23;11,67;76,09
Nord Ovest;Lombardia;CR;L389;2;9,5;8;2;10;31,5
Nord Ovest;Lombardia;SO;L392;0;11,34;7;2;8;28,34
Isole;Sardegna;OR;L393;0;2;4;3;4;13
Nord Est;Veneto;VR;L396;0;4;8;3;3,5;18,5
Centro;Umbria;PG;L397;6;5;10;8,33;21,16;50,49
Centro;Lazio;FR;L398;12;25,5;3,5;3;3,5;47,5
Sud;Campania;AV;L399;0;0;1;0;0;1
Nord Ovest;Lombardia;BG;L400;33,53;134,97;123,55;52,25;46,19;390,49
Centro;Lazio;RM;L401;6,5;38,5;19,25;16;12;92,25
Nord Est;Veneto;TV;L402;6;18,5;13,5;14,5;21,92;74,42
Nord Ovest;Piemonte;AL;L403;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L404;1;18;34,94;30,23;34,5;118,67
Nord Ovest;Lombardia;BS;L406;0;0;2;0;1;3
Nord Est;Veneto;TV;L407;38,21;274,93;338,49;224,17;301,91;1177,71
Nord Ovest;Lombardia;MI;L408;6;34;24;19,5;10;93,5
Nord Ovest;Lombardia;MI;L409;20,5;140,13;108,5;36;34,5;339,63
Nord Ovest;Piemonte;CN;L410;0;0;0;0;3;3
Nord Ovest;Lombardia;MI;L411;11;41,5;66;19,5;7,5;145,5
Nord Ovest;Lombardia;CO;L413;0;1;0;0;0;1
Nord Est;Veneto;PD;L414;2;9,5;11;7,75;17,58;47,83
Nord Ovest;Lombardia;MI;L415;1;26,5;26;8;10;71,5
Nord Ovest;Liguria;GE;L416;0;4;2;0,5;1;7,5
Sud;Basilicata;MT;L418;6;3,83;3,33;7;4,67;24,83
Sud;Puglia;LE;L419;16,86;20,5;11;14;24,75;87,11
Nord Ovest;Piemonte;VC;L420;0;0;0;0;1;1
Nord Est;Friuli- Venezia Giulia;UD;L421;2;9;25,25;15;30,5;81,75
Isole;Sardegna;NU;L423;0;0;0;0;0;0
Sud;Puglia;BA;L425;18;45,5;73,23;55,83;29;221,56
Nord Ovest;Lombardia;CR;L426;1,5;0,06;6;3,5;6,12;17,18
Nord Ovest;Piemonte;CN;L427;2;4;4;3;9;22
Isole;Sardegna;SS;L428;51,5;58,85;14,25;6;9;139,6
Nord Ovest;Piemonte;VC;L429;2;23,17;22,83;15;18,5;81,5
Nord Ovest;Liguria;IM;L430;6,5;4,68;0,5;0;2;13,68
Isole;Sicilia;ME;L431;1;0;0;0;0;1
Nord Ovest;Piemonte;AL;L432;0;0;1,5;0;2,5;4
