AREA;Regione;prov;2011_CodCom;NTN 2011 fino a 50 mq;NTN 2011  50 -| 85 mq;NTN 2011  85 -| 115 mq;NTN 2011 115 -| 145 mq;NTN 2011 oltre 145 mq;NTN 2011
Sud;Campania;SA;C069;2;2;1;3;0;8
Sud;Campania;SA;C125;8,47;45,01;13,06;11,5;7,17;85,21
Sud;Campania;SA;C231;3;11;9;2;1;26
Sud;Campania;SA;C235;1;1;0;1;3;6
Sud;Campania;SA;C259;14;9;30,5;19,9;17,88;91,28
Sud;Campania;SA;C262;0;2,5;2,78;1,5;1,5;8,28
Sud;Campania;SA;C306;0;2;3;1;1;7
Sud;Campania;SA;C361;24;62,82;64,13;63,62;27,09;241,66
Sud;Campania;SA;C444;0;2;1;0;0;3
Sud;Campania;SA;C470;8,36;22,56;6,39;3,83;6,47;47,61
Sud;Campania;SA;C485;3;1;1;4;2;11
Sud;Campania;SA;C584;1;2;1,39;0;0;4,39
Sud;Campania;SA;C676;0;0;2;2;2;6
Sud;Campania;SA;C879;0;1;1;1;1;4
Sud;Campania;SA;C940;0;1,02;0,06;1,5;1;3,58
Sud;Campania;SA;C973;0;0;0;0;1;1
Sud;Campania;SA;C974;1,33;4;2;3,75;7;18,08
Sud;Campania;SA;C984;1;6;1,67;2;4,67;15,34
Sud;Campania;SA;D011;0;0;0;0;0;0
Sud;Campania;SA;D195;0;0;0;0;1;1
Sud;Campania;SA;D292;0;4,2;1;1,17;11;17,37
Sud;Campania;SA;D390;18,29;69,59;60,45;65,14;23,7;237,17
Sud;Campania;SA;D527;3;2;3;2;0;10
Sud;Campania;SA;D615;8,25;25;28,4;21,65;8;91,3
Sud;Campania;SA;D826;1;1;1;2;0;5
Sud;Campania;SA;D832;0;1;0;0;2;3
Sud;Campania;SA;E026;4,22;7,22;6;10,55;10;37,99
Sud;Campania;SA;E027;5,5;7,83;20,5;12;16,17;62
Sud;Campania;SA;E037;0;1;1;2;2;6
Sud;Campania;SA;E060;0;2;1;0;0;3
Sud;Campania;SA;E365;0;8;3;2,42;1;14,42
Sud;Campania;SA;E480;9;8;4;4;7;32
Sud;Campania;SA;E485;1;2;2,5;3;0;8,5
Sud;Campania;SA;E486;1,04;2;1;0;0;4,04
Sud;Campania;SA;E498;2,37;0,67;0,67;1;1;5,71
Sud;Campania;SA;E767;2;2;1;0;2;7
Sud;Campania;SA;E814;2;0;0;0;0;2
Sud;Campania;SA;E839;10,76;17,84;8,5;8,5;0;45,6
Sud;Campania;SA;F138;11;39,87;35,33;27,08;23,38;136,66
Sud;Campania;SA;F223;5;3,5;2;1,75;1;13,25
Sud;Campania;SA;F278;1;2;4;1;1,5;9,5
Sud;Campania;SA;F426;3;2,28;1;1,28;2,11;9,67
Sud;Campania;SA;F479;7;9,83;10,61;3,61;1,5;32,55
Sud;Campania;SA;F480;3;31;41,08;22;11,17;108,25
Sud;Campania;SA;F481;3,5;8,5;35,85;17,55;6,88;72,28
Sud;Campania;SA;F507;1;1;0;0;0;2
Sud;Campania;SA;F618;0;5;0;2;5;12
Sud;Campania;SA;F625;2;4;1,67;3;2;12,67
Sud;Campania;SA;F731;3;1;1;0;1;6
Sud;Campania;SA;F912;41,25;46,97;51,44;71,41;44,14;255,21
Sud;Campania;SA;F913;10,6;19;34,36;64,59;37,34;165,89
Sud;Campania;SA;F967;0;2;2;3,86;1;8,86
Sud;Campania;SA;G011;1;2,4;2,4;1;1;7,8
Sud;Campania;SA;G023;4,63;4,75;2;8;2;21,38
Sud;Campania;SA;G039;2;1;2;3;1,5;9,5
Sud;Campania;SA;G063;1;2;0;1;0,5;4,5
Sud;Campania;SA;G121;0;1;1;0;2,5;4,5
Sud;Campania;SA;G192;0;1;1;0;1;3
Sud;Campania;SA;G226;0;4,8;3,32;3;6;17,12
Sud;Campania;SA;G230;23,4;29,14;53,49;47,36;33,28;186,67
Sud;Campania;SA;G292;0;0;1;0;1;2
Sud;Campania;SA;G426;5;30;51;29;17,75;132,75
Sud;Campania;SA;G447;2;4;3;1;0;10
Sud;Campania;SA;G455;1;0;0;0;0;1
Sud;Campania;SA;G476;0;0;0;1,67;0;1,67
Sud;Campania;SA;G509;1;0;2,5;0;2;5,5
Sud;Campania;SA;G538;0;3;2;0,89;0;5,89
Sud;Campania;SA;G540;1;0;0,07;0;0;1,07
Sud;Campania;SA;G707;8;7,18;6;3;5;29,18
Sud;Campania;SA;G793;1;0;1;7,17;7;16,17
Sud;Campania;SA;G796;2;17,5;7,5;3,01;3,5;33,51
Sud;Campania;SA;G834;8;45;39,17;36,33;20;148,5
Sud;Campania;SA;G887;1;0;0;1;0;2
Sud;Campania;SA;G932;2,67;1;2,5;2;3;11,17
Sud;Campania;SA;G939;2,67;0;1;2;0;5,67
Sud;Campania;SA;G976;0,4;3,14;1;2;0;6,54
Sud;Campania;SA;H062;2;3;4;1;12;22
Sud;Campania;SA;H198;0;3;5,5;2,25;1;11,75
Sud;Campania;SA;H277;0;4;1;1;1;7
Sud;Campania;SA;H394;3;8;3,83;4;8;26,83
Sud;Campania;SA;H412;2,5;8;3;1;1;15,5
Sud;Campania;SA;H431;7;18,43;25,67;17,38;19,19;87,67
Sud;Campania;SA;H485;0;2;0;0;1;3
Sud;Campania;SA;H503;0,33;0,33;0;0;0;0,66
Sud;Campania;SA;H564;0;2;0;0;0;2
Sud;Campania;SA;H644;1;1;3;1;1;7
Sud;Campania;SA;H654;0;0;0;0;1;1
Sud;Campania;SA;H683;2;6,83;15,84;18,5;15,5;58,67
Sud;Campania;SA;H686;1,75;8;1;0,5;0;11,25
Sud;Campania;SA;H703;66,74;235,44;264,37;249,71;141,61;957,87
Sud;Campania;SA;H732;0;0;1;0;0;1
Sud;Campania;SA;H800;2;8,5;10,78;14;5,93;41,21
Sud;Campania;SA;H907;7;9;6,63;3,64;1;27,27
Sud;Campania;SA;H943;2;2;0;1,17;2;7,17
Sud;Campania;SA;H977;0;3;12;7;3,5;25,5
Sud;Campania;SA;I019;5;10,67;6,75;1;8;31,42
Sud;Campania;SA;I031;1;1;3;1;1;7
Sud;Campania;SA;I032;0;0;0;0;0;0
Sud;Campania;SA;I089;0;1;2;3;5,83;11,83
Sud;Campania;SA;I143;0;2;2;0;1,67;5,67
Sud;Campania;SA;I253;10,34;19,67;9,33;3;1;43,34
Sud;Campania;SA;I260;0;0;0,75;0;2;2,75
Sud;Campania;SA;I278;0;0;0;2,5;1,5;4
Sud;Campania;SA;I307;0;4;4,5;3;11,39;22,89
Sud;Campania;SA;I317;12;11;6,33;14;3;46,33
Sud;Campania;SA;I377;18,59;10,21;4,08;3,83;5;41,71
Sud;Campania;SA;I410;0;1;2,5;0;5,02;8,52
Sud;Campania;SA;I422;6;10,87;20,49;3;4;44,36
Sud;Campania;SA;I438;27,59;28,67;44,6;32,34;18,6;151,8
Sud;Campania;SA;I451;1;2;1,5;3;3;10,5
Sud;Campania;SA;I483;14,67;62,87;46,5;79,83;38,42;242,29
Sud;Campania;SA;I486;0;3;0;0,11;0;3,11
Sud;Campania;SA;I648;0;1;1,68;0;1;3,68
Sud;Campania;SA;I666;2;5;4;5;1,42;17,42
Sud;Campania;SA;I677;0;3;1;5;2;11
Sud;Campania;SA;I720;6,5;11;8,27;16,93;9;51,7
Sud;Campania;SA;I960;0;0;0;1;0;1
Sud;Campania;SA;L212;0,75;21,25;7;7;5;41
Sud;Campania;SA;L233;0;4;0;0;0;4
Sud;Campania;SA;L274;0,34;1,66;3,66;0,66;0;6,32
Sud;Campania;SA;L306;0;0;1;0;0,73;1,73
Sud;Campania;SA;L323;6;3;3;2;3;17
Sud;Campania;SA;L377;1;1;0;0;0;2
Sud;Campania;SA;L628;10;8,06;9,8;12;4,5;44,36
Sud;Campania;SA;L656;1;2;0;0;2;5
Sud;Campania;SA;L835;3,83;17,83;7,28;1;4;33,94
Sud;Campania;SA;L860;2,1;25,58;13,5;8,06;6,8;56,04
Sud;Campania;SA;M253;1;2,67;2;0;1;6,67
Sud;Campania;SA;M294;1;13;24,47;20,3;12,9;71,67
Sud;Molise;CB;A050;7;6;3;1;1;18
Sud;Molise;CB;A616;0,5;4;3;0;3,5;11
Sud;Molise;CB;A930;7,5;11;5;5,34;11;39,84
Sud;Molise;CB;A971;0;0;1;0;0;1
Sud;Molise;CB;B295;2,05;3;1;1,05;2;9,1
Sud;Molise;CB;B519;48,81;156,31;157,45;110,12;73,41;546,1
Sud;Molise;CB;B522;3,34;3;0,67;1;1,31;9,32
Sud;Molise;CB;B528;1;2;1,25;5;3,33;12,58
Sud;Molise;CB;B544;0;3;1,67;0;0;4,67
Sud;Molise;CB;B550;46,41;200,76;48,28;11,5;8,4;315,35
Sud;Molise;CB;B858;4;4,68;1,75;5;3;18,43
Sud;Molise;CB;B871;7;5;0;0;0;12
Sud;Molise;CB;C066;1;1;0;0;0;2
Sud;Molise;CB;C175;0;1,5;1,5;0;0;3
Sud;Molise;CB;C197;7;7,75;7;0,25;1;23
Sud;Molise;CB;C346;0,92;2,75;0;0;2;5,67
Sud;Molise;CB;C486;2;0,11;1;0,7;5;8,81
Sud;Molise;CB;C488;0,5;0;0,5;0;1;2
Sud;Molise;CB;C764;2;0;1;0;2;5
Sud;Molise;CB;C772;0;2,38;2;1,21;0;5,59
Sud;Molise;CB;C854;0;1;0;0;0;1
Sud;Molise;CB;C875;2;1;0;0;0,5;3,5
Sud;Molise;CB;D550;4;5,67;2,5;3;6;21,17
Sud;Molise;CB;D737;3;4;0;0;0;7
Sud;Molise;CB;D896;0,85;0,85;1;1;2,25;5,95
Sud;Molise;CB;E030;2;3;2;0;0;7
Sud;Molise;CB;E244;2,83;0;1;1;0;4,83
Sud;Molise;CB;E248;2;2,75;0;0;2,92;7,67
Sud;Molise;CB;E259;8,5;11,75;3;10,9;5;39,15
Sud;Molise;CB;E381;5;2;2;1;1;11
Sud;Molise;CB;E456;7,33;6,92;8,8;5,98;6,08;35,11
Sud;Molise;CB;E599;0;1;1;2;3;7
Sud;Molise;CB;E722;4;3;5;2;1;15
Sud;Molise;CB;E748;1;3;0;0;0,5;4,5
Sud;Molise;CB;E780;0;0;1,5;0;1;2,5
Sud;Molise;CB;E799;1;4;3;1,5;0;9,5
Sud;Molise;CB;F055;6;4;6;2;1;19
Sud;Molise;CB;F233;1,5;4,88;6;2,5;3;17,88
Sud;Molise;CB;F294;0;0,44;0;0;0;0,44
Sud;Molise;CB;F322;0;0;1;2;2;5
Sud;Molise;CB;F391;0;3;2,39;2;3;10,39
Sud;Molise;CB;F475;0,8;4;0;1;0;5,8
Sud;Molise;CB;F495;2;0;1;0;3;6
Sud;Molise;CB;F548;0;0;2;0;0;2
Sud;Molise;CB;F569;4;0;1;0;1;6
Sud;Molise;CB;F576;16,5;50,01;8,3;7,19;11,23;93,23
Sud;Molise;CB;F689;2;0;0;1;1;4
Sud;Molise;CB;F748;0;0;3,5;0;0;3,5
Sud;Molise;CB;G086;2,83;3;2;2;2;11,83
Sud;Molise;CB;G257;7,11;10,83;5;2;5,44;30,38
Sud;Molise;CB;G506;0;20;11,41;12,74;3;47,15
Sud;Molise;CB;G512;1,67;5;2;1,33;2,29;12,29
Sud;Molise;CB;G609;1;5;2;1;2,5;11,5
Sud;Molise;CB;G610;1,6;4,6;0;0,17;0;6,37
Sud;Molise;CB;G910;4;1;0,5;3;3;11,5
Sud;Molise;CB;H083;0;0;0;0;0;0
Sud;Molise;CB;H273;3;7,89;6,42;4,73;3,96;26
Sud;Molise;CB;H311;1;1,5;2,67;0;2;7,17
Sud;Molise;CB;H313;5;13,36;14;13;9;54,36
Sud;Molise;CB;H454;1;0;1;1;1;4
Sud;Molise;CB;H589;2;1;1,17;0;1;5,17
Sud;Molise;CB;H693;0;4,5;2;2,08;1;9,58
Sud;Molise;CB;H782;0;0,75;0;0,5;1;2,25
Sud;Molise;CB;H833;1;3;0;0;0;4
Sud;Molise;CB;H867;0;5;4;4,62;3,5;17,12
Sud;Molise;CB;H920;2;2;0,5;0;0;4,5
Sud;Molise;CB;H928;0,75;1;0;2;4,5;8,25
Sud;Molise;CB;H929;0,99;0;1;0;0;1,99
Sud;Molise;CB;H990;5,54;6,52;8,43;10,17;3;33,66
Sud;Molise;CB;I023;12,42;9,51;2,92;0,25;2,01;27,11
Sud;Molise;CB;I122;0;0;0;0;0;0
Sud;Molise;CB;I181;6,5;4;4,88;2;1;18,38
Sud;Molise;CB;I289;4;5;1;3;0;13
Sud;Molise;CB;I320;4;1,67;3;2;4;14,67
Sud;Molise;CB;I618;4;8,93;7;2,96;2,44;25,33
Sud;Molise;CB;I910;1;2;0,75;0,75;2;6,5
Sud;Molise;CB;L069;3;0;2;0;1;6
Sud;Molise;CB;L113;24,17;144,62;160,23;80,25;41,81;451,08
Sud;Molise;CB;L215;0;0;0;0;0;0
Sud;Molise;CB;L230;1;4;1;0;0;6
Sud;Molise;CB;L435;1,25;3,5;3,25;3;2,92;13,92
Sud;Molise;CB;L458;0;0;1;0;1,3;2,3
Sud;Molise;CB;L505;2,5;3;3;2;4;14,5
Sud;Molise;CB;M057;1;4;10,36;2;6;23,36
Sud;Molise;IS;A051;0;0;0;0;1;1
Sud;Molise;IS;A080;2;1,5;2;5,5;4,72;15,72
Sud;Molise;IS;A567;1;3,5;3,5;1,5;1;10,5
Sud;Molise;IS;A761;1;1;0;0;1;3
Sud;Molise;IS;B317;1;0;0;0;1;2
Sud;Molise;IS;B466;2;0;1,87;1;2;6,87
Sud;Molise;IS;B630;1;0;0;3;8;12
Sud;Molise;IS;B682;3,5;5;4;0;1,38;13,88
Sud;Molise;IS;B810;1;0;1;1;1,5;4,5
Sud;Molise;IS;B830;1;1;1,7;2;1;6,7
Sud;Molise;IS;C082;2;5;1;0;0;8
Sud;Molise;IS;C200;0;1;1;0;3;5
Sud;Molise;IS;C246;3;3,08;4;6;1,33;17,41
Sud;Molise;IS;C247;1;0;0;0;1;2
Sud;Molise;IS;C270;1;10;0;1;0;12
Sud;Molise;IS;C534;0;1,5;1;0;0;2,5
Sud;Molise;IS;C620;4,84;0,5;1,5;1;1;8,84
Sud;Molise;IS;C769;2;1;2;1,25;0;6,25
Sud;Molise;IS;C878;1;2,38;1;0;1;5,38
Sud;Molise;IS;C941;0;0,79;0;0;0;0,79
Sud;Molise;IS;D595;1;1;1,6;1;2,75;7,35
Sud;Molise;IS;D703;2;3;0;1;1;7
Sud;Molise;IS;D715;1;1;1;2;0;5
Sud;Molise;IS;D811;8,17;5,61;1;1;5,5;21,28
Sud;Molise;IS;E335;17;44,14;47,83;42,5;33,01;184,48
Sud;Molise;IS;E669;0;0;1;0;1,69;2,69
Sud;Molise;IS;E778;0;0,67;2,5;0;0;3,17
Sud;Molise;IS;E779;2;2;1;1;1;7
Sud;Molise;IS;F239;0;0;0;0;2;2
Sud;Molise;IS;F429;1;2;6;0;2;11
Sud;Molise;IS;F580;1;2,98;0;1;0;4,98
Sud;Molise;IS;F601;0;2;1;1;0,83;4,83
Sud;Molise;IS;G486;0;1,5;1;0;5;7,5
Sud;Molise;IS;G495;2;2,25;0,5;2;1,77;8,52
Sud;Molise;IS;G497;0;0;0;1;0,6;1,6
Sud;Molise;IS;G523;1,25;1;0;0;0,25;2,5
Sud;Molise;IS;G606;1;0;1;2;1;5
Sud;Molise;IS;G727;0;2;1;0;0;3
Sud;Molise;IS;G954;1;3;6;0;7;17
Sud;Molise;IS;H308;0;1;0;1,25;0;2,25
Sud;Molise;IS;H420;0,75;1;1;0;0;2,75
Sud;Molise;IS;H445;0;3,98;1;1,5;1;7,48
Sud;Molise;IS;H458;0;1;1,83;3;0;5,83
Sud;Molise;IS;I096;0;4;0;0;1;5
Sud;Molise;IS;I189;1;2;0;0;1,83;4,83
Sud;Molise;IS;I238;1;7;2;0;0;10
Sud;Molise;IS;I282;0,75;0;1;0;0;1,75
Sud;Molise;IS;I507;0;2;0;0;0,78;2,78
Sud;Molise;IS;I679;2;2;1;1;0;6
Sud;Molise;IS;I682;1;0;1;2;1,5;5,5
Sud;Molise;IS;L696;0;1;3;2;0;6
Sud;Molise;IS;L725;3;23;10;10,5;23;69,5
Sud;Puglia;BA;A048;12;22;45,08;31,58;21,89;132,55
Sud;Puglia;BA;A055;12;44,5;56,83;39,42;20,64;173,39
Sud;Puglia;BA;A149;15;17,75;28;13,67;6,5;80,92
Sud;Puglia;BA;A225;36,51;72,75;121,16;79,14;60,29;369,85
Sud;Puglia;BA;A285;67,06;132,73;242,2;159,11;71,18;672,28
Sud;Puglia;BA;A662;302,08;900,12;875,35;508,77;309,65;2895,97
Sud;Puglia;BA;A669;91,82;182,76;164,92;80,73;48,42;568,65
Sud;Puglia;BA;A874;2;4;6;3;1;16
Sud;Puglia;BA;A883;94,12;163,49;215,39;72,97;53,5;599,47
Sud;Puglia;BA;A892;6;22;46,5;14,5;16,66;105,66
Sud;Puglia;BA;A893;34,6;68,01;128,53;59,22;34,31;324,67
Sud;Puglia;BA;A894;12;43,33;70;34,08;13,67;173,08
Sud;Puglia;BA;B619;53,83;57,22;49,17;65,52;19,67;245,41
Sud;Puglia;BA;B716;8;67,5;117,67;33,5;15,5;242,17
Sud;Puglia;BA;B923;27,02;72,81;79,5;30;20,12;229,45
Sud;Puglia;BA;B998;18,66;62,38;41;43,17;30;195,21
Sud;Puglia;BA;C134;30;75,2;73,25;62,5;32,75;273,7
Sud;Puglia;BA;C436;0;10,5;18;13;16,5;58
Sud;Puglia;BA;C975;25,59;52,85;118,75;44;27,33;268,52
Sud;Puglia;BA;C983;94,14;120,9;149,67;91,06;50,54;506,31
Sud;Puglia;BA;E038;35,53;66,18;78,58;55,33;46,5;282,12
Sud;Puglia;BA;E047;20;37;37,97;36;13,58;144,55
Sud;Puglia;BA;E155;34,95;74,74;82,51;43,87;36,69;272,76
Sud;Puglia;BA;E223;19,38;21,99;23;18,92;14,5;97,79
Sud;Puglia;BA;E645;12,5;22,34;27,6;11,5;14,67;88,61
Sud;Puglia;BA;F220;37,62;34,61;8,67;9,5;5;95,4
Sud;Puglia;BA;F262;17;79,06;127,19;61,48;25,28;310,01
Sud;Puglia;BA;F280;16;41,69;82,76;34,92;17,86;193,23
Sud;Puglia;BA;F284;66,02;176,53;152,13;106,36;51,17;552,21
Sud;Puglia;BA;F376;37,55;101,22;121,12;81,41;35,94;377,24
Sud;Puglia;BA;F915;22,48;27,28;42,61;36,33;25,57;154,27
Sud;Puglia;BA;F923;18,26;32;53,5;57,75;30,33;191,84
Sud;Puglia;BA;G291;23,5;37,25;63;42,17;33;198,92
Sud;Puglia;BA;G769;0;0;1;4;1;6
Sud;Puglia;BA;G787;27,16;50,96;52,84;44,08;27,25;202,29
Sud;Puglia;BA;H096;60,5;60,92;55,88;65,61;18,56;261,47
Sud;Puglia;BA;H643;8,5;32,25;44,78;24,71;14;124,24
Sud;Puglia;BA;H645;35,67;48,4;81,76;40,76;16,19;222,78
Sud;Puglia;BA;H749;7,67;10,17;11,5;7;5,33;41,67
Sud;Puglia;BA;I053;11,25;19;30;14;14;88,25
Sud;Puglia;BA;I330;28,17;48,25;52,56;35,25;36,6;200,83
Sud;Puglia;BA;I907;11;5,8;10,17;12,83;12,28;52,08
Sud;Puglia;BA;L109;66,76;63,42;65,05;28,27;15,21;238,71
Sud;Puglia;BA;L220;12;24,75;32;25,13;5,83;99,71
Sud;Puglia;BA;L328;44,36;113,08;149,22;126,58;82,95;516,19
Sud;Puglia;BA;L425;15;60,5;99,17;48,33;21,84;244,84
Sud;Puglia;BA;L472;38;62,2;86,86;60,17;34,17;281,4
Sud;Puglia;BA;L571;14;51,62;49,51;23,83;31;169,96
Sud;Puglia;BR;B180;43,2;204,62;315,71;227,56;139,13;930,22
Sud;Puglia;BR;B809;32,17;73,89;31,6;25;14,67;177,33
Sud;Puglia;BR;C424;59;50,57;25,1;29,91;22;186,58
Sud;Puglia;BR;C448;1;5,5;8,07;7;5;26,57
Sud;Puglia;BR;C741;19,38;19;27;14;12;91,38
Sud;Puglia;BR;D422;1;6;4;4;5,17;20,17
Sud;Puglia;BR;D508;41,17;88,45;72,76;92,95;27,08;322,41
Sud;Puglia;BR;D761;15,14;51,21;79,69;51,3;35,21;232,55
Sud;Puglia;BR;E471;4;12;28,78;11,61;6,5;62,89
Sud;Puglia;BR;F152;19,5;53,9;61,62;69,6;25,17;229,79
Sud;Puglia;BR;G098;9,5;27,2;30,02;17;12,17;95,89
Sud;Puglia;BR;G187;87,85;145,55;104,49;53,08;40,95;431,92
Sud;Puglia;BR;H822;4;5;4;6,5;3;22,5
Sud;Puglia;BR;I045;8,93;3,6;2,17;3;3;20,7
Sud;Puglia;BR;I066;2,67;8,87;10,33;6;9,92;37,79
Sud;Puglia;BR;I119;2,5;18,44;19,89;18,95;22,87;82,65
Sud;Puglia;BR;I396;8,5;27;28,67;24,17;9,66;98
Sud;Puglia;BR;L213;17,44;40,46;20,6;5,53;11,42;95,45
Sud;Puglia;BR;L280;2,46;7;6,29;11;4,66;31,41
Sud;Puglia;BR;L920;11;12;10,67;1,5;5;40,17
Sud;Puglia;FG;A015;3;8,75;6;2,33;1;21,08
Sud;Puglia;FG;A150;2,75;3;2;4;2;13,75
Sud;Puglia;FG;A320;5,67;1,67;0;2;3,34;12,68
Sud;Puglia;FG;A339;8,47;5,54;22,08;19,67;18,07;73,83
Sud;Puglia;FG;A463;12,42;10,43;13,07;9,8;5;50,72
Sud;Puglia;FG;A854;4,5;9;3,5;3;4,5;24,5
Sud;Puglia;FG;B104;11;6;5,25;2,8;3;28,05
Sud;Puglia;FG;B357;8;14,16;6,5;8;3;39,66
Sud;Puglia;FG;B584;12;10,92;3,45;4,33;4;34,7
Sud;Puglia;FG;B724;11,66;7,66;8;15;5;47,32
Sud;Puglia;FG;B784;0;1,2;0;1;0;2,2
Sud;Puglia;FG;B829;2,13;2;3;2;1;10,13
Sud;Puglia;FG;B904;0;0;0;2;0,5;2,5
Sud;Puglia;FG;B915;13,33;29,9;24,94;8,5;13,33;90
Sud;Puglia;FG;B917;0,75;3,58;2,5;2;1;9,83
Sud;Puglia;FG;C198;2,5;7;1;2;2,5;15
Sud;Puglia;FG;C202;2,89;2,8;2;1;1;9,69
Sud;Puglia;FG;C222;0;0,5;0;1;0;1,5
Sud;Puglia;FG;C429;3;1,83;1;0;1;6,83
Sud;Puglia;FG;C442;0;0;0;0;0;0
Sud;Puglia;FG;C514;83,38;66,61;97,39;112,97;51,43;411,78
Sud;Puglia;FG;C633;0;5;1,75;1,5;2;10,25
Sud;Puglia;FG;D269;15;16,33;2;2;2,5;37,83
Sud;Puglia;FG;D459;2;13;1;1;0;17
Sud;Puglia;FG;D643;113,48;396,57;458,14;203,29;146,76;1318,24
Sud;Puglia;FG;E332;9,5;4,89;3,67;3;1;22,06
Sud;Puglia;FG;E363;6;1,55;0;0;0;7,55
Sud;Puglia;FG;E549;12,5;18,5;9,08;5,75;9,5;55,33
Sud;Puglia;FG;E716;17,5;30,67;58,89;36,87;23,5;167,43
Sud;Puglia;FG;E885;81,07;150,71;122,05;76,45;23,34;453,62
Sud;Puglia;FG;E946;49,34;62,17;37,94;32,41;14;195,86
Sud;Puglia;FG;F059;14,07;32,26;10,52;6,5;0;63,35
Sud;Puglia;FG;F538;5;3;1;1;1,75;11,75
Sud;Puglia;FG;F631;43,08;35,95;24,28;21,5;8,13;132,94
Sud;Puglia;FG;F777;2;2;2,67;0;1;7,67
Sud;Puglia;FG;G125;4;6;1,82;0;0;11,82
Sud;Puglia;FG;G131;11,67;16;25;34,71;11,86;99,24
Sud;Puglia;FG;G312;4;6,75;1;1,25;3;16
Sud;Puglia;FG;G487;24,5;13;8,89;1,5;1;48,89
Sud;Puglia;FG;G604;3;0;1;1;0;5
Sud;Puglia;FG;G761;1;4;1,67;4;0;10,67
Sud;Puglia;FG;H287;2;3,55;3,65;1;4;14,2
Sud;Puglia;FG;H467;2,33;3,5;1,13;6,8;1;14,76
Sud;Puglia;FG;H480;37,2;32,68;16,25;8;0;94,13
Sud;Puglia;FG;H568;1,5;3,44;4,14;2;2,44;13,52
Sud;Puglia;FG;H839;7,17;17,6;24,84;14,6;13;77,21
Sud;Puglia;FG;H926;16,49;41,59;50,59;45,84;23,65;178,16
Sud;Puglia;FG;H985;23,86;40,94;28,39;22,55;6,25;121,99
Sud;Puglia;FG;H986;0;1,83;0;1;0;2,83
Sud;Puglia;FG;I054;33,22;35,14;29,61;19,84;15,17;132,98
Sud;Puglia;FG;I072;12,7;5;11,7;8;5;42,4
Sud;Puglia;FG;I158;46,73;94,23;117,92;97,66;46,87;403,41
Sud;Puglia;FG;I193;9,3;12,25;1;1;1;24,55
Sud;Puglia;FG;I641;12,08;20,2;4,17;6;3;45,45
Sud;Puglia;FG;I962;5,4;9,08;2,75;12,83;2,5;32,56
Sud;Puglia;FG;I963;6;3;22;10;5;46
Sud;Puglia;FG;L273;18,66;19;18,5;25,75;28,08;109,99
Sud;Puglia;FG;L447;3;8,75;17;16,1;8,13;52,98
Sud;Puglia;FG;L842;23,45;27,33;19,05;5;7;81,83
Sud;Puglia;FG;L858;30,73;51,04;32,25;16,75;3;133,77
Sud;Puglia;FG;M131;0;0;1;1;1;3
Sud;Puglia;FG;M132;3;4;4;4;1,83;16,83
Sud;Puglia;FG;M266;2,07;3,53;5,2;1,07;4;15,87
Sud;Puglia;FG;M267;1;5,86;6,5;0;0;13,36
Sud;Puglia;LE;A042;2,33;4,67;3,14;3;7,33;20,47
Sud;Puglia;LE;A184;5;8,13;7,13;6,46;4,33;31,05
Sud;Puglia;LE;A185;2;13;19,5;12;17;63,5
Sud;Puglia;LE;A208;8;8,67;11;6;3;36,67
Sud;Puglia;LE;A281;7;6,83;3;4;4;24,83
Sud;Puglia;LE;A350;4,86;9,8;6;5,5;4;30,16
Sud;Puglia;LE;A425;3;5;13,6;4;3;28,6
Sud;Puglia;LE;A572;1,5;4,17;3;2;6;16,67
Sud;Puglia;LE;B086;0;3;3;1;1,33;8,33
Sud;Puglia;LE;B413;1,5;11,54;9,5;4,67;16,78;43,99
Sud;Puglia;LE;B506;0,67;13,19;10,17;11,56;18,44;54,03
Sud;Puglia;LE;B616;0;3;1;1;0;5
Sud;Puglia;LE;B690;1;4;3;2;2;12
Sud;Puglia;LE;B792;3;10,25;9;12,5;10,98;45,73
Sud;Puglia;LE;B822;3,6;6,83;2,75;0;4,17;17,35
Sud;Puglia;LE;B936;21;38,56;42,61;17,36;18;137,53
Sud;Puglia;LE;C334;0;2;0;4,67;3;9,67
Sud;Puglia;LE;C335;1;1;0;4,86;5,22;12,08
Sud;Puglia;LE;C336;5,55;23,5;12,42;6;10,17;57,64
Sud;Puglia;LE;C377;1;21;50,1;26,5;32,41;131,01
Sud;Puglia;LE;C865;1;4;8,33;3,5;3,66;20,49
Sud;Puglia;LE;C978;13,85;16,67;25,53;19,75;19,6;95,4
Sud;Puglia;LE;D006;2,5;6,67;9;7;13,33;38,5
Sud;Puglia;LE;D044;3;6,22;3;2;4,67;18,89
Sud;Puglia;LE;D223;0;4;0;3;4,88;11,88
Sud;Puglia;LE;D237;9,67;14;20,42;16,5;12,7;73,29
Sud;Puglia;LE;D305;1;14,5;2,5;2;5,42;25,42
Sud;Puglia;LE;D851;8;9,78;5,88;3,5;2,5;29,66
Sud;Puglia;LE;D862;15,6;36,67;53,14;41,56;54,75;201,72
Sud;Puglia;LE;D863;22,67;34,35;20,67;18,1;12,61;108,4
Sud;Puglia;LE;D883;53,29;114,19;55,17;32,97;31,84;287,46
Sud;Puglia;LE;E053;3;3;5;1;3;15
Sud;Puglia;LE;E061;1,5;15;9;4;4;33,5
Sud;Puglia;LE;E227;0;1;7,8;0;7,3;16,1
Sud;Puglia;LE;E506;67,51;364,27;395,63;219,98;237,41;1284,8
